,Counter
bosonic mixtures,1
harmonic trap,1
interacting bosons,1
condensació de bose-einstein,1
atoms,2
interacting boson models,1
confinement,1
:física [àrees temàtiques de la upc],2
separation,1
macroscopic superpositions,1
few-atom systems,1
bose-einstein condensate,1
tonks-girardeau gas,1
stars: magnetars,3
x-rays: bursts,1
pulsars: individual: psr j1119–6127,1
pan-genome,4
niche adaptation,3
document segmentation; query segmentation,1
genetics and genomics/comparative genomics,2
genetics and genomics/population genetics,3
r1,3
g.3,2
"16y60, 06d99, 08a30 (primary), 06a99, 06f99 (secondary)",1
hbmscs,1
macromolecular modulataion,1
ggma,1
hydrogels,2
col i,1
n100,1
"general business, management and accounting",2
percolation,2
computer graphics and computer-aided design,2
crystal morphology,1
kemi,1
molecular modelling,1
single crystal x-ray diffraction,1
chemical sciences,1
crystal growth,1
surface structure,1
"06c05, 68p30, 94b65, 05a15, 20k27",1
neratinib,2
lapatinib,2
her2,4
label-free lc-ms proteomics,1
management,3
computer science - human-computer interaction,4
intra and intercellular signalling,1
b cell receptors,1
fucose,1
bifidobacteria,4
galactose,1
qd,2
high-redshift [galaxies],1
abundances [ism],1
individual: grb 060526 [gamma rays bursts],1
finite-state techniques,1
formal semantics,1
computer science::emerging technologies,3
semantic ontology evolution; ontology change patterns; pattern-based ontology evolution; change log graph; graph-based composite change detection; change pattern discovery algorithms,1
multimodal data-fusion; gps; wlan; image matching; mdtw; surf;,1
phage attachment,1
host receptor,1
phage therapy,1
editorial article,1
interactions,1
neutral evolution,1
snp typing,1
genomic comparisons,1
epidemic spread,1
semantic web,1
"machine learning, computational linguistics, quality estimation, machine translation",1
spirooxazine; merocyanine; photo-switchable sensors; photochromism;,1
surface modification strategies; biomolecular recognition elements,1
question answering; queries,1
statistical machine translation; topic model; system combination,1
"91g10, 91g50",1
social sciences (miscellaneous),2
web services architecture; modeling and transformation; service architecture evolution;,1
double-strand break repair,1
point of view,1
histone deacetylase complex,1
trinucleotide repeat,1
hdac inhibitor,1
gamma distribution; optical burst switching; random processes; telecommunication traffic;,1
[scco]cognitive science,1
[shs]humanities and social sciences,1
optique non linéaire,2
"32v40, 32v30, 32v20, 32m05, 53b25, 35n10",2
interfacial energy,1
solvation energy,1
acetone,1
parabens,1
solvation,1
solid-liquid interfacial energy,1
classical nucleation theory,1
solid-state structures,1
pharmaceutical sciences,1
ethanol,2
solute molecules,1
stochastic nature,1
deformation energy,1
fysikalisk kemi,2
nucleation behavior,1
stochastic systems,1
organisk kemi,1
farmaceutiska vetenskaper,1
virology/emerging viral diseases,1
public health and epidemiology/infectious diseases,1
public health and epidemiology/epidemiology,1
interaction design; design methodology; innovation; novel application; media technology,1
coronary artery disease,4
type 1 diabetes,4
meta-analysis,4
case control study,4
event decay,1
personal life semantics,1
lifelogging; sensecam; event decay; personal life semantics;,1
mrna stability,1
editor's choice,1
statistics::machine learning,1
gvbd,1
aven,1
meiosis,1
oocyte,1
xenopus,1
rc0321,1
lacto-n-neotetraose,1
thioglycosides,1
qd241-441,2
haemophilus influenzae,1
conjugate vaccines,1
<i>haemophilus influenzae</i>,1
glycoconjugates,1
oligosaccharide synthesis,1
n-(benzyl(4-methoxyphenyl)-lambda^4^-sulfanylidene)-4-methylbenzenesulfonamide,3
interferon stimulated genes;,1
"immunology, immunotherapy",1
antiviral activity,1
hepatitis c virus,1
signal-transduction pathways,1
protease inhibitors,1
host predictive markers,1
il28b genotype,1
interferon stimulated genes,1
insulin-like growth factor-binding protein-4,1
insulin-like growth factor,1
pregnancy-associated plasma protein a,1
genetics and genomics/genomics,1
molecular biology/mrna stability,1
excitons; photoluminescence; crystal defects; phonons,1
repeat caesarean section,1
neonatal death,1
trial of labour,1
stars: individual: swift j1834.9–0846,1
x-rays: ism,1
hardware_memorystructures,1
team dynamics,1
grounded theory (gt),1
spi; vse; team dynamics; grounded theory,1
vses,1
geometries,1
case base reasoning,1
knowledge light approach,1
cookery,1
sensors;,3
detectors,10
lfg grammars,1
knowledge engineering; software best practice; process improvement,1
interferon-? (ifn?),1
inflammatory cytokines,1
interferon-γ (ifnγ),1
bone marrow-derived macrophages,1
age,2
macrophage phenotypes,1
lipopolysaccharide (lps),1
age; bone marrow-derived macrophages; macrophage phenotypes; lipopolysaccharide (lps); interferon-? (ifn?); inflammatory cytokines,1
physics - biological physics,2
optical angular momentum,1
quantum optics,1
62l10,1
cancer susceptibility,1
molecular epidemiology,2
hhv-8,1
human herpesvirus 8,1
genetic variability,1
russia,1
[sdv.mp] life sciences/microbiology and parasitology,2
siberia,1
computer science::hardware architecture,1
organic papers,1
steroid receptor coactivator,1
estrogen receptor,1
jel:g32,1
"payout policy, dividends, share repurchases, corporate governance",1
jel:g35,1
post-transcriptional control,1
e-cadherin,1
driver gene mutations,1
proteogenomics,1
cell biology of disease,1
general environmental science,5
water science and technology,5
adaptive sampling,1
solar energy harvesting,1
energy harvesting,1
computersystemsorganization_special-purposeandapplication-basedsystems,2
wind energy harvesting,1
wsn,2
power hungry sensors,1
energy management,1
caloric restriction,1
endobarrier,1
duodeno‐jejunal bypass liner,1
gastric bypass,1
duodeno?jejunal bypass liner,1
spike train metrics,1
evolutionary algorithms,1
spiking neurons,1
auditory neurons,1
lfac transmission,1
full conversion wind turbine,1
real time simulation,1
rainfall and weather;,1
interactive visualisation; sentiment analysis; financial blogs;,1
immune deficiency,1
immunity to infections,3
immune defense,2
immune privilege,1
mycobacterium,1
tuberculosis,2
mycobacterium tuberculosis (mtb),1
immune suppression,1
human alveolar macrophages,1
lymphopenia,1
pharmaceutical polymers,1
peg.,1
microparticles,1
mesh: calorimetry ; differential scanning ; lung/metabolism ; particle size ; polymers/administration & dosage ; polymers/chemistry ; solubility ; surface tension ; thermogravimetry ; x-ray diffraction,1
inhalation,1
spray drying,1
vascular medicine,1
near-infrared spectroscopy,1
clinical neurophysiology,2
neonates,1
clinical medicine,1
entropy,1
children,1
spectrum analysis techniques,4
infrared spectroscopy,1
hypotension,1
electroencephalography,4
infants,1
families,2
age groups,1
electrophysiological techniques,1
monodisperse,1
colloidal solution,1
indium,1
saxs,1
reduction synthesis,1
content slicing,1
adaptive hypermedia systems,1
functional genomics center zurich,1
earth and environmental sciences,1
machine translation metric; meteor; parallel corpora,1
sense clustering,1
word sense induction,1
[info.info-cl] computer science/computation and language,1
machine translation,4
drosophila melanogaster,2
ddc:616.07,1
insects,2
drosophila,2
invertebrates,4
example-based machine translation,1
lenguajes y sistemas informáticos,1
rule-based machine translation,1
translation units,1
apertium,1
aba,1
pseudomonas fluorescens,1
iaa,1
<it>pseudomonas fluorescens</it>,1
hormone,2
fusarium head blight,2
qk1-989,2
heterocyclic compounds,1
biocontrol,1
rivastigmine hydrogen tartrate (rht),1
interdisciplinary collaboration,1
technology and society,1
research infrastructure,1
molecular nanojunctions,1
mucin,1
lectin,1
tff1,1
polysaccharides,4
bacterial polysaccharides,1
adhesins,1
cross-talk,1
carbohydrate microarrays,1
glycomics,1
microorganisms,1
glycan microarrays,1
transcription factors,3
regulatory proteins,2
regulator genes,1
salmonella typhimurium,2
post-transcriptional gene regulation,1
regulons,1
gene types,1
enterobacteriaceae,2
constant rank,1
alternating bilinear form,1
personal photo management; person annotation; face recognition; content-based descriptors;,1
dichloro-(2-methyl-n-(phenyl(pyridin-2-yl)methylene)propan-1-amine)-palladium(ii),2
diffusion of behavior,1
clustered networks,1
complex contagion,1
clique approximation,1
clique networks,1
social reinforcement,1
guide-tree topology,1
benchmarking,2
alignment accuracy,1
sleep apnea; sensors,1
older adults;,1
circuits; oscillators;,1
eukaryotic cells; glycan structure; binding proteins,1
polydimethylsiloxane; diffusion barrier; hexamethyldisiloxane; plasma enhanced vapor deposition;,1
coeliac disease (cd),1
qh426,4
cognitive radio,1
game theory,1
coalition formation,1
stackelberg game,1
[sdv.can]life sciences [q-bio]/cancer,1
[sdv.sp.pharma]life sciences [q-bio]/pharmaceutical sciences/pharmacology,1
large-scale multi-modal corpus,1
phonetics,1
corpus design,1
interactive platform,1
outlier,1
whole-genome duplication (wgd),1
telomeres,1
genome evolution,3
centromeres,2
[info.info-mc]computer science [cs]/mobile computing,1
[info.info-ni] computer science/networking and internet architecture,1
[info.info-mc] computer science/mobile computing,1
diagnostics,1
exosomes,2
circulating tumor cells,2
point-of-care,2
autoantibodies,1
cytokine,3
chemokine,2
rough,2
lamp-3,2
smooth,2
biostatistics,1
computerized simulations,1
nitric oxide,1
lipopolysaccharides,1
interleukin-10,1
myristoylated alanine-rich c kinase substrate,1
cytoplasm,1
tumor necrosis factor-alpha,2
listeria monocytogenes,1
"mice, inbred c57bl",1
cytochalasin d,1
listeriosis,1
rho gtp-binding proteins,1
antibody,1
biosensor,1
assay development,1
electrochemical,1
pathogen,1
surface-plasmon resonance,1
genetic linkage,1
"recombination, genetic",2
c900,1
quaternary differential phase amplitude shift keying qdpask,1
dense wavelength,1
division multiplexing dwdm,1
l,2
[phys.cond.cm-sm]physics [physics]/condensed matter [cond-mat]/statistical mechanics [cond-mat.stat-mech],1
[ phys.cond.cm-sm ] physics [physics]/condensed matter [cond-mat]/statistical mechanics [cond-mat.stat-mech],1
[ phys.hlat ] physics [physics]/high energy physics - lattice [hep-lat],1
[ phys.mphy ] physics [physics]/mathematical physics [math-ph],2
[phys.mphy]physics [physics]/mathematical physics [math-ph],3
[phys.hlat]physics [physics]/high energy physics - lattice [hep-lat],1
plant sciences,1
modelling; shelf-life; mushrooms,1
inertial sensors; sports coaching tools,1
taphonomy,1
paleobiology,1
species extinction,1
paleobotany,1
paleoecology,1
paleontology,1
micropaleontology,1
high energy physics::experiment,8
saccharomyces cerevisiae,1
gene duplication,3
yeast and fungal models,1
pi pi isospin-2 scattering,1
cnidaria,5
histone variants,3
histone,3
sperm-specific histones,3
controlled release,1
foreign body response,1
drug delivery,1
chiral nanoparticles,2
dimers (chemical physics),2
circular dichroism spectroscopy,1
chemical reactions,1
urea,1
protein structure,6
disulfide bonds,1
macromolecular structure analysis,6
fluorescence spectroscopy,1
thermal stability,1
post-translational modification,5
chemical physics,3
oxidation-reduction reactions,1
speech corpus,1
multimodal robot platform,1
speech communication,1
social interaction,1
performance evaluation,2
quality of service,4
language modelling; lm; mean average precision; map,1
supersingular curve,1
divisibility,1
epigenome,1
livestock,1
complex traits,1
"85-08, 62-07",1
reactive strength index,1
force plate,1
feature extraction,2
accelerometer,2
athletic performance,1
algorithm development,1
validation,1
discrete event simulation; optical burst switching; optical delay lines; optical fibre networks; optical wavelength conversion;,1
energy stress,1
tissue o2 imaging,1
oncometabolite,1
dmog,1
mitochondrial respiration,2
yeast genetics,1
mating-type switching,1
homothallism,1
sporulation,1
ddc:540,3
tiermedizin,1
morphogenesis,2
embryos,1
probe hybridization,1
molecular probe techniques,2
in situ hybridization,1
26,2
contractility,1
stress fibre,1
mechano-sensitivity,1
porphyrinoid,1
data reports,1
tetra­pyrroles,1
porphyrins,1
hepatology,2
ruminant,1
monogastric,1
herbivore,1
hindgut,1
[sdv.mhep.csc]life sciences [q-bio]/human health and pathology/cardiology and cardiovascular system,1
cardiology and cardiovascular medicine,1
[sdv.mhep.em]life sciences [q-bio]/human health and pathology/endocrinology and metabolism,1
[sdv.gen.gh]life sciences [q-bio]/genetics/human genetics,1
original investigation,1
conditional random fields,1
constraints,1
lab-on-a-disc; pedd; colorimetric analysis; ph; turbidity,1
"11t06, 11t71, 12e20, 20b25, 20d45, 20f28",1
epilepsy surgery,1
deletions,1
temporal lobectomy,1
"epilepsy surgery, hippocampal sclerosis, temporal lobectomy, deletions, temporal-lobe epilepsy, idiopathic generalized epilepsies, hippocampal sclerosis, 16p13.11 predispose, lobectomy, predictors, susceptibility, multicenter, features, outcomes",1
full-length original research,1
"37k15, 35q15, 35q35",1
informationsystems_modelsandprinciples,1
oral medicines,1
1698,1
qualitative,1
geriatric medicine,1
nurses,1
medicine administration,1
medicine modification,1
interviews,1
materials chemistry;,1
statistical machine translation;,2
terthiophene,1
gram positive,2
electric conductivity,1
electricity,1
p16/ink4a,1
malignant pleural mesothelioma,1
cyclin-dependent kinase inhibitor,1
biological psychiatry,6
multimedia,2
markarian 421,1
tev gamma rays,1
ciencias físicas,1
agn,1
astronomía,1
ciencias naturales y exactas,1
cancer cell,1
uncoupling,3
glycolysis,3
metabolic substrate,1
glutaminolysis,1
peptide mapping,2
"models, chemical",1
"sequence analysis, protein",1
sensitivity and specificity,1
reproducibility of results,2
amino acid sequence,3
gene expression profiling,1
computer science::programming languages,1
i.2.4,1
4-methoxybenzyl 4-methoxyphenyl sulfone,1
uwb circular polarization.,1
vivaldi array,1
semen,1
microbes,1
dormancy,2
preeclampsia,2
minimum number of leaves,1
fixed-parameter tractable,1
directed graphs,2
acyclic directed graphs,1
out-branchings,1
lot-sizing problem,2
model,1
demand,2
cancer metabolism,1
glucose,4
atf4,1
asian language translation,1
self protection,1
immunology/innate immunity,2
ro52,1
immunology/autoimmunity,1
viral toll-like receptors.,1
anti-viral responses,1
factor irf7 downstream,1
virology/host antiviral responses,1
interlacing theorem for rank-1 perturbed matrices,1
second eigenvalue of a positive matrix,1
anti-malarial,1
lnx3h domain,1
pdzrn3,1
pdzrn4,1
pdzk4,1
lnx3 homology domain,1
lnx,1
ligand of numb protein x,1
mupp1,1
inadl,1
biomedical electromagnetic imaging,1
ultrawideband radar,1
microwave imaging,2
energy-producing organelles,2
signs and symptoms,2
neurotransmitters,2
glutamate,4
carbohydrates,3
glucose signaling,1
monosaccharides,2
glucose metabolism,1
precipitation techniques,3
[ sdv.neu.nb ] life sciences [q-bio]/neurons and cognition [q-bio.nc]/neurobiology,2
graphs,1
immunoblotting,1
immunoprecipitation,3
[sdv.neu.nb]life sciences [q-bio]/neurons and cognition [q-bio.nc]/neurobiology,2
neurites,1
"transmembrane semaphorin, sema6a",1
data visualization,1
phosphorylation,2
infographics,1
neuronal dendrites,2
[spi.opti] engineering sciences/optics / photonic,2
speech retrieval; informally structured speech; evaluation metrics,1
micro-interfaces,1
beta-blocker drug,1
minimally invasive,1
stripping voltammetry,1
ities,1
microneedles,1
[chim]chemical sciences,2
b-blocker drug,1
[ chim ] chemical sciences,2
[info.info-ir]computer science [cs]/information retrieval [cs.ir],2
computingmilieux_miscellaneous,2
4-methoxybenzyl 4-methoxyphenyl sulfoxide,1
slam,1
sensor fusion,2
monte carlo,1
ensemble kalman filter,1
electrophoresis microchip; contactless conductivity detection; biopharma raw materials; vitamins; metal cations;,1
content based image retrieval; human computer interfaces; media streaming; parallel computing; video mining,1
diagonal stability,1
switched systems,1
diagonal lyapunov functions,1
positive systems,1
assisted reproduction technologies (art),4
gene body,4
reproduction,5
neurobiology of disease and regeneration,2
cellular stress responses,3
subcellular organelles,1
molecular dynamics (md),1
sofc electrolytes,1
reverse monte carlo (rmc),1
cation interactions,1
doped ceria (ceo2),1
oxygen vacancy ordering,1
stability and convergence of numerical methods,1
[ math.math-ap ] mathematics [math]/analysis of pdes [math.ap],1
"35r30, 86a22, 65n12, 35j25, 35q86",1
mathematics subject classification: 35r30 / 86a22 / 65n12 / 35j25 / 35q86,1
helmholtz equation,1
[sdu.stu.ag]sciences of the universe [physics]/earth sciences/applied geology,1
[ sdu.stu.ag ] sciences of the universe [physics]/earth sciences/applied geology,1
inverse problems,1
reconstruction algorithm,1
[math.math-ap]mathematics [math]/analysis of pdes [math.ap],1
beef cattle,1
nutrient restriction,1
feed efficiency,1
rumen epithelium,1
hypoxia inducible factor,1
"aa, antimycin a",1
"pdl, poly-d-lysine",1
"caix, carbonic anhydrase ix",1
"hrp, horseradish peroxidase",1
intracellular oxygen,1
"cox, cytochrome c oxidase",1
"sco2, synthesis of cox 2",1
"rt, reverse transcription",1
"hre, hypoxia response element",1
"tmrm, tetramethyl rhodamine methyl ester",1
"ocr, o2 consumption rate",1
"io2, intracellular o2",1
mitochondrial function,1
"dmog, dimethyloxalylglycine",2
s6,1
"tr-f, time-resolved fluorescence",1
"baf, bafilomycin a1",1
"δψm, membrane potential",1
"mtg, mito tracker® green",1
"wt, wild-type",1
"ucp, uncoupling protein",1
"hif, hypoxia inducible factor",1
"v-atpase, vacuolar h+-atpase",1
"vdac1, voltage-dependent anion channel 1",1
"vhl, von hippel–lindau",1
"glut1, glucose transporter 1",1
"cma, concanamycin a",1
"dic, differential interference contrast",1
"dapi, 4′,6-diamidino-2-phenylindole",1
"fih, factor inhibiting hif",1
"phd, prolyl hydroxylase domain",1
microenvironment,2
seed and soil,1
vcam-1,1
integrins,2
icam-1,1
endometriosis,1
endometrial cancer,1
adhesion,2
zero variance,1
control variates,1
parallel computing,1
mcmc,1
sensor web,1
multi-agent systems,1
wireless sensor networks,2
ubiquitous computing,1
multiagent systems,1
effect delta,1
qtl,1
moesm,1
frequency,1
mycobacterium bovis infection,2
stationary solutions,1
long-range dependence,1
differential resolvent,1
volterra difference equations,1
asymptotic stability,1
"34k20 (primary), 34k25, 39a11, 45d05, 60g10, 60g15 (secondary), 60h10, 60h20, 60k05",1
subexponential,1
volterra integro-differential equations,1
itô–volterra integro-differential equations,1
regular variation,1
[math.math-dg]mathematics [math]/differential geometry [math.dg],1
[math.math-cv] mathematics/complex variables,1
[math.math-dg] mathematics/differential geometry,1
boundary problem,1
"32v25, 32d10",1
complex and cr points,1
levi-flat hypersurfaces,1
32v25; 32d10,1
cr orbits,1
stability of foliations,1
[math.math-cv]mathematics [math]/complex variables [math.cv],1
minimality,1
jel:h21,1
"defined benefit, pension schemes, underfunding",1
jel:i12,1
computer science::sound,2
processos de markov,1
probabilitats,1
markov processes,1
probabilities,1
molecular photoswitches,1
stimuli responsive polymers,1
tp155-156,1
solid state electrolytes,1
stimuli responsive polymers; ionogels; ionic liquids; hybrid materials; molecular photoswitches; solid state electrolytes,1
hybrid materials,1
ionic liquids,1
mathematics::geometric topology,3
optimal stopping,1
[shs.eco]humanities and social sciences/economies and finances,1
decreasing impatience,1
time inconsistency,1
iterative approach,1
hyperbolic discounting,1
subgame-perfect nash equilibrium,1
computer science::computer science and game theory,1
cytogenetics,1
chromosome structure and function,1
cell nucleus,1
relapsing–remitting,1
original research paper,1
progressive,1
platelet-poor plasma,1
thrombin generation,1
calibrated automated thrombography,1
carboxylic-acids,1
interfacial-tensions,1
history,1
endocrine and autonomic systems,2
visceral pain,2
wistar-kyoto,1
thermoresponsive polymer,2
theoretical model.,2
math_mp] mathématiques/physique mathématique [[math],1
pulsatile release,2
theoretical model,2
fluid flow and transfer processes,1
cooling device,2
mathematical model,4
math_mp] mathematics/mathematical physics [[math],1
local drug delivery,2
1-methoxy-4-((4-nitrobenzyl)sulfonyl)benzene,1
mean average precision; map; cross language information retrieval,1
flim-fret,1
"flim-fret, her2, her3, breast cancer, prognosis",1
her3,2
periodic solution,1
admissibility,1
auto-covariance function,1
arch(∞) process,1
protein-tyrosine kinases,1
immunology and microbiology(all),2
udpglucose 4-epimerase,1
intestinal mucosa,1
catalytic domain,1
nadph oxidase,1
phosphotyrosine,1
host-pathogen interactions,1
organ culture techniques,1
bacterial outer membrane proteins,1
intestines,1
cis-regulatory elements,1
short linear motifs,2
co-regulation,1
slims,2
co-operativity,1
regulation,1
motifs,1
rna motifs,1
antibiotic resistance,2
aminoglycosides,1
β-lactam,1
pcr,1
il‐36,1
il-36 cytokines,1
il?1 family,1
il?36,1
il‐1 family,1
s-phase,1
genotoxic stress,1
protein kinase,2
androgen-independent prostatic cancer,1
anti-neoplastic agent resistance,1
adenocarcinoma of prostate,1
personalised medicine,1
translational oncology,1
docetaxel resistance,1
metastatic prostate cancer,1
finsler manifold,1
"53z05 (primary), 81v55, 22e65, 58b20 (secondary)",1
variational spaces in hartree-fock theory,1
banach-lie group,1
"atomic, molecular and optical physics",1
homogeneous space,1
motif,1
surface winds,1
meteorology. climatology,2
qc851-999,2
renewable energy,1
north atlantic ocean,1
wavewatch iii ? wave model,1
climate projections,1
math_pr] mathematics/probability [[math],1
fundamental theorem of asset pricing,1
transaction costs,1
math_pr] mathématiques/probabilités [[math],1
finite variation,1
"arbitrage, fundamental theorem of asset pricing, transaction costs, admissible strategies, finite variation, 91b28, 62p05, 26a45, 60h05, g12,",1
[ math.math-pr ] mathematics [math]/probability [math.pr],1
admissible strategies,1
arbitrage,1
[math.math-pr]mathematics [math]/probability [math.pr],1
[math.math-it] mathematics/information theory,3
[info.info-dm] computer science/discrete mathematics,3
acm : [e:3][e:4][g:2],2
[info.info-it] computer science/information theory,3
cytoskeletal proteins,1
contractile proteins,1
recombinant proteins,1
camp signaling cascade,1
actins,1
actin filaments,1
evolutionary selection,2
evolutionary processes,2
viral structure,1
evolutionary modeling,1
wearable sensor,1
inertial sensor,1
locomotion,1
knee joint,2
gyroscope,1
solid-contact electrode; ion-selective electrode; reference electrode; potentiometry; speciation; water analysis;,1
sensing,1
refractive,1
single mode,2
index,1
multi mode,1
quality estimation for machine translation,1
tuberculin test records,1
developmental biology and stem cells,1
other,1
hydractinia echinata,1
exon array,1
mrna splicing,1
prpf8,1
"15a24, 93d05",1
mouse bladder,1
mglu receptors,1
cyclophosphamide,1
urothelium,1
machine translation systems;,1
software process improvement; sme; vse,1
girsa-wp system; translation,1
thz; clock recovery; multimode laser; passively mode-locking; radio-frequency;,1
retina,2
aav,1
promoter,1
ganglion cell,1
"20e18, 11r32, 11g20",1
musculoskeletal system,2
chromatin modification,1
renal transplantation,1
organ transplantation,1
surgical and invasive medical procedures,2
transplantation,1
renal system,1
chronic kidney disease,1
kidneys,1
genomic libraries,1
gene pool,1
dna modification,1
urinary system procedures,1
genome-wide association studies,1
"35q53, 37k05",1
language change,1
granular packing of soft spheres,1
greenhouse gases,1
environmental monitoring; greenhouse gases; chemistry; landfill; carbon dioxide; methane; sensor networks; sensor data management,1
sensor data management,1
remote sensing technology,1
landfill,1
refuse disposal,1
methane,2
air pollutants,1
temozolomide,1
birinapant,1
ecological modelling,1
environmental monitoring; multi-modal sensor networks,1
interaction; segmentation; evaluation;,1
composites,1
synthesis and processing,1
biomimetics,1
pgpr bacteria,1
biomass,1
oilseed rape,1
yield,1
field experiments,1
endophytes,1
scene labeling problem,1
(connected) row convex constraints,1
tree convex constraints,1
locally chain convex and strictly union closed constraints,1
local consistency,1
global consistency,1
"37e30, 37e35, 58f25",1
mathematics::dynamical systems,2
natural language processing;,1
profiling,1
noise reduction,1
artificial intelligence and robotics,1
case-based editing,1
instance based learning,1
statistical machine translation; minimum error rate training;,1
environmental monitoring; chemical sensors; air; water; sensor networks,1
transient behavior,1
extremal norm,1
dual norm,1
joint spectral radius,2
duality,1
tricarboxylic acid cycle,1
electron transport chain,1
immunometabolism,2
endosomal recycling,1
n-cadherin,1
epithelial-mesenchymal transition,1
experimentation,1
word alignment,1
discriminative training,1
"12y05, 11t71, 11y16",1
experimentation; performance; measurement; patent retrieval; decompounding,1
algebraische geometrie [gnd],1
scalar restriction,1
rational points,1
curves and fibered surfaces,1
bewertungstheorie [gnd],1
"msc:11e08, 11e10,11e25, 14h45, 14g05 12d15, 14h05",1
algebraischer funktionenkörper [gnd],1
arithmetische geometrie [gnd],1
diskreter bewertungsring [gnd],1
local-global principle,1
isotropie [gnd],1
quadratic forms,1
sums of squares,1
ddc:510,1
muscle fibers,1
muscles,1
equines,1
skeletal muscles,1
animal husbandry,1
slow-twitch muscle fibers,1
animal management,2
horses,1
skeletal muscle fibers,1
adiposity,1
peapod,1
1692,2
bioactives,1
catalysts,1
industrial applications,1
antimicrobials,1
food,5
pharmacological,1
ocean sensing,1
fabry-perot,2
temperature sensor,1
sub-sea temperature and pressure,1
pressure sensor,1
fibre bragg gratings,2
rov,3
physics and astronomy(all),3
running shoes.,1
monopole antenna,1
shoe toe box,1
department of informatics,1
"000 computer science, knowledge & systems",2
personalization,1
multilingual information retrieval,1
result adaptation,1
user modeling,1
web search,1
g12 - asset pricing ; trading volume ; bond interest rates,1
g10 - general,1
g11 - portfolio choice ; investment decisions,1
x-rays: stars,1
pulsars: individual: 4u 0142+61,1
rieman–hilbert problem,1
solitons and soliton interactions,1
solitons in three dimensions,1
wave–wave interactions,1
secondary structure,2
structural motifs,1
neural networks,4
proteins--analysis,1
smart metering; domestic energy,1
spoken dialog systems,1
turn-taking modeling,1
search,1
[ info.info-mm ] computer science [cs]/multimedia [cs.mm],1
hyperlinking,1
info_mm] informatique/multimédia [[info],1
info_mm] computer science/multimedia [[info],1
[info.info-mm]computer science [cs]/multimedia [cs.mm],1
multimedia information retrieval,1
polyphenylenediamine,1
ascorbic acid interference,1
enzyme-modified electrode,1
brain monitoring,1
systems,1
wavelet analysis,1
"economics, econometrics and finance (miscellaneous)",1
"commodity markets, futures hedging, risk aversion, hedging horizon,wavelet analysis, selective hedging",1
commodity exchanges,1
selective hedging,1
commodity markets,1
futures,1
environmental monitoring; waste management; waste transport,1
surfaces; interfaces; thin films,1
sentiment analysis;,2
synchronous collaborative information retrieval (scir);,1
insect science,2
qh natural history,1
qk botany,1
bombus terrestris,1
qh,3
qk,1
aquatic science,3
dn/ds,1
neutral theory of molecular evolution,1
rates of evolution,2
neutral theory,1
malaria,1
receptors gpibα,1
thrombin,1
"par, protease-activated receptor",1
"nk, naja kaouthia protease",1
"crp, collagen-related peptide",1
"wt, wild type",1
receptors gpib?,1
"ros, reactive oxygen species",1
par1 and par4,1
methods online,3
chemical technology; lab-on-a-chip; laser materials processing; microvalves; polymers; storage;,1
kinases,1
cocycle,1
frobenius ring,1
pairing,1
hadamard matrix,1
butson–hadamard matrix,1
bilinear form,1
astrophysics and astronomy,1
automated breast diagnosis,1
evolutionary genomics,2
dispensable genome,1
bifidobacterium breve,1
core genome,1
confidential enquiry,1
intrapartum fetal death,1
cause of death,1
"management, information technology, information systems",1
process modelling,1
organisation development and information technology,1
agent based modelling,1
bitext,1
agent-based modelling,1
international integration,1
information flow,1
bitext management,1
business process management,1
xliff,1
translation & localisation,1
workflow management,1
applied information systems,1
bpm,1
requirements gathering,1
semifield,1
norm form,1
primitive element,1
field deployable; autonomous gas sensors; landfill gases; greenhouse gases; carbon dioxide; methane;,1
warpage,1
x-ray diffraction imaging,2
encapsulated silicon dies,1
mathematics - symplectic geometry,1
mixed data,1
item response theory,1
metropolis-within-gibbs,1
environmental monitors; conducting polymer; lead detection; water quality,1
mesh: salmonella typhimurium,1
"mesh: polymorphism, genetic",1
"mesh: databases, genetic",1
mesh: internet,1
mesh: serotyping,2
"[sdv.bbm] life sciences/biochemistry, molecular biology",1
salmonellosis,1
mesh: inverted repeat sequences,1
mesh: salmonella infections,1
mesh: population surveillance,1
[sdv.mp]life sciences [q-bio]/microbiology and parasitology,1
state‐space models,1
k‐means,1
kernel density,1
telemetry,1
ql,1
first passage time,1
movement,1
nature and landscape conservation,1
biomedical monitoring; browsers; internet; monitoring; real time systems; servers; wireless sensor networks,1
software development life cycle,1
semi-structured in-terview,1
computer science - formal languages and automata theory,1
irish genome,1
"(eta^6^-benzene)-chloro-(2,4-bis((2,6-dimethylphenyl)imino)pentan-3-yl)-osmium chloroform solvate",1
5′ utr tiss,1
non-aug initiation,1
ribosome profiling,2
5′ leader,1
kozak context,1
leaky scanning,1
annan kemiteknik,3
ideality,1
other chemical engineering,3
quadratic form,1
ordering,1
rings with involution,1
central simple algebra,1
algebra,1
involution,2
"forms, quadratic",1
"11e25, 13j30 (primary) 16w10, 16r50 (secondary)",1
noncommutative polynomial,1
topological rings,1
software process; spi; iso/iec 15504; spice,1
situational factors,1
dynamic spi capability,1
process adaptation,1
"37j35, 35q58, 37k40",1
gene identification and analysis,1
escherichia,1
bacterial genes,1
bacteroides,1
agricultural biotechnology,1
virtual learning,1
professional issues in software engineering,1
legal consequences,1
ethics,2
g-protein coupled receptors,1
cell adhesion.,1
growth factor signaling,1
cell adhesion,1
receptor tyrosine kinase,2
