,Counter
trypsin,1
flo-2d,1
dam-break inundation,1
hec-ras,1
ürkmez dam,1
dual tag,1
super folder gfp,1
tetrahymena thermophila,1
codon adaptation,1
affinity purification,1
protein localization,1
antimicrobial,1
collection site,1
anticholinesterase,1
marine sponge,1
radical scavenger,1
birim çabaya düşen av verimi (cpue),1
balıkçılık,1
av kompozisyonu,1
homa lagünü,1
strain,2
fbg,1
poisson’s ratio,1
lateral strain,1
fatigue,3
composite,1
poisson?s ratio,1
jel:d80,2
asymmetric information,2
commitment,1
renegotiation,3
jel:c72,4
monetary policy,1
"third-party contracts, commitment, strategic delegation, renegotiation, asymmetric information, renegotiation-proofness, entry-deterrence,monetary policy.",1
l13,4
strategic delegation,3
"third-party contracts, commitment, strategic delegation, renegotiation, asymmetric information, renegotiation-proofness, entry-deterrence, c72, d80, l13,",1
third-party contracts,2
"general economics, econometrics and finance",2
entry-deterrence,1
renegotiation-proofness,2
d80,2
jel:l13,5
c72,3
biosensor,4
conducting polymers,1
ferrocenyldithiophosphonate,1
"60d05, 60f05, 62e20, 05c80, 05c20, 60c05",1
"[sdu.ocean]sciences of the universe [physics]/ocean, atmosphere",2
mathematics - classical analysis and odes,1
environmental microbiology,2
endospore-forming bacilli,1
isolation,1
16s rrna gene,1
temperature requirement,1
ardra,1
rat condyle,1
bite-jumping appliance,1
mandibular advancement,1
51e20,2
colorectal cancer,3
api-1,1
erk1/2,1
fr180204,1
computer science - cryptography and security,2
"rac-(3as,4s,5r,5ar,6s,7r,7ar,7bs)-4,5,6-tri(acetyloxy)-3-(p-toluenesulfonamido)-decahydrocylobuta[g][1,3]benzoxazol-7-yl acetate",1
mediterranean sea,1
meiofauna,1
interstitial,1
intertidal,1
electrochemistry,4
optimum tilt angle,1
solar collector,2
çizgili hani balığı,1
büyüme,1
gülbahçe körfezi,1
serranus scriba,1
climate,1
palaeontology,1
environmental protection,1
td169-171.8,1
mediterranean,2
environmental pollution,1
td172-193.5,1
dendroclimatology,1
physics::space physics,4
hypoxia,1
organism development,1
senescence,2
ras signaling,2
oncogenic signaling,1
automatic data processing,1
"models, theoretical",1
programming languages,1
simulation and modeling,1
acoustics,1
information theory,1
acoustic signals,1
data compression,1
source coding,1
computer and information sciences,3
computer networks,1
signaling networks,3
signal decoders,1
network analysis,3
signal to noise ratio,1
wireless technology,1
internet,1
volcanic arc,1
nannoplankton,1
pontides,1
[ sdu.stu.te ] sciences of the universe [physics]/earth sciences/tectonics,1
[sdu.stu.te]sciences of the universe [physics]/earth sciences/tectonics,1
geodynamics,1
rifting,1
black sea,2
physics::chemical physics,4
computer science::emerging technologies,2
argumentation,1
learning elementary science,1
multiple representations,1
computingmilieux_computersandeducation,5
online learning tools,1
plant growth regulators,1
callus,1
astragalus trojanus,1
shoot regeneration,1
astragaloside iv,1
cycloastragenol,1
transcription factors,2
enzymes and coenzymes (carbohydrates),1
cell fusion,1
regulatory proteins,2
co-immunoprecipitation,1
dna construction,1
protein interactions,4
histones,1
dna-binding proteins,4
plasmid construction,1
[ phys ] physics [physics],1
[chim]chemical sciences,3
[phys]physics [physics],1
[ chim ] chemical sciences,3
"physics - data analysis, statistics and probability",3
quantitative finance - general finance,1
towers of function fields,2
ihara’s constant,1
genus,1
rational places,1
mathematics - algebraic geometry,9
curves with many points,1
marine science,1
"general. including nature conservation, geographical distribution",1
functional genomics,2
microbial consortia engineering,1
marine biotechnology,1
qh1-199.5,1
metagenomics,1
meeting abstract,1
rheumatology,2
software control,1
dynamic resource allocation,1
scheduling,1
iterative learning,1
comparative linkage map,1
chromosome rearrangement,1
aflps,1
molecular markers,1
hybrid,1
hydrothermal,2
pyridine,1
keggin,1
polyoxoanion,1
self assembled monolayers,2
silicon,1
aromatic compounds,1
graphene,2
barrier heights,1
atmospheric pressure,1
vortex flow,2
nonlinear sciences - pattern formation and solitons,2
polynomial approximation,1
schrodinger equation,1
crystal lattices,1
mathematical models,1
problem solving,1
metal catalysts,2
allenes,1
alkylation,1
organic compounds,1
alkynylation,1
sequencing techniques,2
sequence alignment,2
amino acid sequence analysis,1
bioinformatics,3
computational techniques,1
sequence analysis,3
database and informatics methods,2
vector autoregression,2
jel:c32,2
c32,2
lasso,2
jel:f34,1
jel:g22,1
f34,1
g22,1
f36,1
g15,1
systemic risk,2
sovereign credit risk,1
sovereign credit default swaps,1
connect-edness,1
"sovereign credit default swaps, sovereign credit risk, systemic risk, connectedness, network estimation, lasso, elastic net, vector autoregression, variance decomposition.",1
jel:f36,1
elastic net,2
network estimation,1
variance decomposition,2
subsurface drip,1
crop water stress index (cwsi),1
surface drip,1
deficit irrigation.,1
eggplant,1
downscaling,1
precipitation (meteorology),1
extreme event,1
climate models,1
extreme precipitation,1
regional climate models,1
precipitation (climatology),1
statistical downscaling,1
runoff,1
analysis of the variances,1
flooding,1
intercomparisons,1
catchments,1
climate modeling,1
climate change impact,1
perfect prognosis,1
hydrological models,1
ensemble forecasting,1
iranian native chicken breeds,1
animal biochemistry,3
population characteristics,1
qp501-801,3
haplogroup,1
turkish native chicken breeds,1
mtdna d-loop,1
maternal origin,1
geographic locations,1
"65m70, 35c07",2
linearized polynomial,2
cubic irreducible polynomials,1
dembowski–ostrom polynomial,1
planar mapping,2
quadratic mapping,2
directions defined by linear functions,1
computer science - multimedia,4
automotive engineering,1
epidemiology,3
"epidemiology, statistical map",1
cancer map,1
statistical map,1
consensus,2
preference-approval,2
[shs.eco] humanities and social sciences/economies and finances,1
approval voting,2
kemeny metric,2
hamming metric,2
ecology and environmental sciences,2
plant bacterial pathogens,1
plant-insect interactions,1
animals,2
disease vectors,1
insect vectors,1
plant ecology,2
arthropoda,1
plant pathogens,1
insects,1
plant genetics,4
plant-animal interactions,1
phytoplasmas,1
invertebrates,1
optimum tilt angle.,1
small rnas,1
maternal-to-zygotic-transition,1
drosophila melanogaster,1
nutritional and metabolic diseases,4
compressive strength,1
artificial neural network,1
freezing–thawing,1
relative dynamic modulus of elasticity,1
high strength concrete,1
expanded perlite aggregate,1
bbb permeability,1
nos,1
hyperoxia,1
pathology section,1
research paper: pathology,1
reperfusion injury,1
cerebral microcirculation,1
casa,2
envisat meris,2
npp,2
mediterranean conifer forest,2
report,2
60506 virology,5
theoryofcomputation_general,1
"68q10, 68q12, 68q15, 68q19, 68q45",1
computersystemsorganization_miscellaneous,1
disease,1
carnosic acid,1
human erythrocytes,1
phenolic diterpenes,1
stress-related parameters,1
rosemary,1
plant,1
sage,1
applied cryptography,1
performance evaluation,1
"ingénierie, informatique & technologie :: sciences informatiques [c05]",2
bit-serial multiplier datapath,1
scalability,1
"engineering, computing & technology :: computer science [c05]",2
montgomery multiplication,1
regression discontinuity design,1
"education for all,population policies,regional economic development,secondary education,primary education",1
gender,1
rural and urban,1
i21,1
i24,2
accounting,1
i28,1
j15,1
compulsory schooling,1
equality in education,1
jel:i24,1
"compulsory schooling, gender, rural and urban, equality in education, regression discontinuity design",1
physics - atomic physics,5
atherosclerosis,2
oxidation of ldl,1
acetaminophen,1
rabbit,1
nutrition and dietetics,3
hypercholesterolemia,2
chern-simons gauge theory,1
noncommutative vortex,1
holomorphic equation,1
kampe de feriet polynomial,1
nonlinear sciences::exactly solvable and integrable systems,7
ishimori model,1
burgers hierarchy,1
carbon dioxide,2
stabilization,1
caco3,2
hollow,1
ca(oh)2,2
zeta potential,2
atlantic bonito,1
genetic structuring,1
sarda sarda,1
migration pattern,1
gerridae,1
limnoporus rufoscutellatus,1
kuzeyaksu gölü,1
hemiptera,1
network comparison,1
integrated networks,1
directed graphlets,1
poster presentation,4
astrophysics - earth and planetary astrophysics,2
residential buildings,2
efficient design,1
izmir,1
architectural configuration,1
energy performance,1
legislation,1
posttraumatic stress,1
clinical research article,1
personality traits,1
psychiatry,2
traumatic event types,1
domains of posttraumatic growth,1
rc435-571,1
domains of posttraumatic growth; personality traits; posttraumatic stress; traumatic event types,1
citalopram toxicity,1
adenosine receptor,1
qt prolongation,1
endogenous adenosine,1
jel:d91,1
"intertemporal choice, randomized field experiments, non-cognitive skills",1
microbial pathogens,1
viruses,4
west nile fever,1
west nile virus,2
viral diseases,1
medical microbiology,1
viral pathogens,1
rna viruses,1
virus diseases,4
flaviviruses,1
"74h20, 74j30, 74b20",3
info_hc] informatique/interface homme-machine [[info],1
[info.info-hc]computer science [cs]/human-computer interaction [cs.hc],1
info_hc] computer science/human-computer interaction [[info],1
info_cv] computer science/computer vision and pattern recognition [[info],1
[ info.info-cv ] computer science [cs]/computer vision and pattern recognition [cs.cv],1
info_cv] informatique/vision par ordinateur et reconnaissance de formes [[info],1
[ info.info-hc ] computer science [cs]/human-computer interaction [cs.hc],1
control and optimization,3
proceedings,1
jel:d86,2
"third-party contracts, strategic delegation, incomplete contracts, renegotiation",1
springs,1
optima estimate,1
ostracoda,1
tolerances,1
visible light,1
chemical reactions,1
chronobiology,1
dna modification,2
dna structure,1
surface reactions,1
ultraviolet radiation,1
electromagnetic radiation,1
nanotoxicity,2
sers,1
titanium dioxide nanoparticles,1
tio2 nps,1
surface-enhanced raman scattering,1
"62h11, 62h17, 62m30, 62p12",1
bradyzoite,1
protein microarray,1
antigen discovery,1
vaccine,1
diagnostics,1
oocysts,1
sporozoite,1
tissue cyst,1
toxoplasma gondii,4
neuro-inflammation,1
clinical neurology,5
1506,1
surgery,3
drinfeld modules,1
zink’s bound,1
turkey [mesh],1
phylogeny [mesh],1
"mesh: tuberculosis, pulmonary",1
mesh: male,1
mesh: aged,1
"mesh: aged, 80 and over",1
mesh: mycobacterium tuberculosis,1
"mesh: child, preschool",1
mesh: turkey,1
"dna, viral [mesh]",1
[ sdv.mp.bac ] life sciences [q-bio]/microbiology and parasitology/bacteriology,1
mesh: child,1
child [mesh],1
"mesh: dna, viral",1
mp:bac] sciences du vivant/microbiologie et parasitologie/bactériologie [[sdv],1
mesh: female,1
mesh: adult,1
female [mesh],1
middle aged [mesh],1
male [mesh],1
humans [mesh],1
mesh: adolescent,1
adult [mesh],1
incidence [mesh],1
mesh: humans,1
"child, preschool [mesh]",1
[sdv.mp.bac]life sciences [q-bio]/microbiology and parasitology/bacteriology,1
"aged, 80 and over [mesh]",1
mesh: middle aged,1
aged [mesh],1
mesh: incidence,1
adolescent [mesh],1
mycobacterium tuberculosis [mesh],1
mp:bac] life sciences/microbiology and parasitology/bacteriology [[sdv],1
mesh: phylogeny,1
"tuberculosis, pulmonary [mesh]",1
construction industry;,1
productivity,1
mathematical and statistical techniques,1
bioassays and physiological analysis,3
micrornas,5
genome analysis,3
statistics (mathematics),1
genetic networks,1
human genomics,1
meta-analysis,1
prostate diseases,1
genitourinary tract tumors,1
urology,1
statistical methods,1
all,1
methylation,1
downregulation,1
wnt5a,1
intermetallic compounds,1
thixoforming,1
systems biophysics,1
"hormones, hormone substitutes, and hormone antagonists",2
gonadotropin-releasing hormone,1
gt1–7 cells,1
neural regeneration,1
gonadotropin-inhibitory hormone,1
basic research in neural regeneration,1
neuroregeneration,1
kisspeptin,1
arg-phe-amide-related peptide-1,1
calcium signaling,3
hypothalamus,1
"t-butyl 4-methyl-2-oxo-1,3-thiazolidine-3-carboxylate",1
fibonacci sequence,1
quantum oscillator,1
golden calculus,1
diagnostic medicine,1
animal models of infection,1
congenital anomalies,1
congenital disorders,1
toxoplasmosis,1
serodiagnosis,1
protozoan infections,1
cord blood,1
aldehyde dehydrogenase,1
colony-forming unit-granulocyte/macrophage,1
salinity,1
calcium,1
potassium,1
lycopersicon esculentum,1
tomato,1
pm2.5,1
complex mixtures,1
photochemical reaction,1
pmf,1
vertical profile,1
online monitoring,1
national surveillence,1
line probe assay,1
bacterial meningitis,1
nonlinear sciences - chaotic dynamics,6
nonlinear sciences::chaotic dynamics,3
mathematics - dynamical systems,2
computer science::computer science and game theory,1
c-reactive protein,2
nanocrystalline diamond,1
gold interdigitated,1
dna vaccine,1
bcl-xl anti-apoptotic protein,1
sporosag,1
"peyzajın tarihi değeri,tarihi derinlik,tarihi peyzaj karakter sınıflandırması ve değerlendirmesi,peyzaj planlama",1
tarihi peyzaj karakter sınıflandırması ve değerlendirmesi,1
peyzajın tarihi değeri,1
tarihi derinlik,1
peyzaj planlama,1
label-free,1
aptamer,1
capacitive biosensor,1
cardiac marker,1
oxidase,1
hydrogen peroxide,1
scytalidium thermophilum,1
catalase,2
topological defects,1
tilted magnetic field,1
graphene cones,1
physics - accelerator physics,4
[ info.info-mc ] computer science [cs]/mobile computing,1
polymer-matrix composites,1
damage monitoring,1
fibre bragg grating,1
computer science - other computer science,1
pan-tilt-zoom camera,1
external calibration,1
hybrid camera system,1
gc and gc-ms,1
essential oil,3
pcdd/pcdf,1
pops,1
3d bioprinting,1
hybrid cell-biomaterial printing.,1
scaffold free vascular tissue engineering,1
computer aided biomodeling,1
mathematics - operator algebras,1
single–photon emission computerized tomography,1
somatostatin receptors,1
computeized tomography,1
x ray,1
r895-920,2
neuroendocrine tumors,1
medical physics. medical radiology. nuclear medicine,2
healthcare industry,1
business performance,1
organizational culture,1
innovativeness,2
"catena-[(4,4'-bipyridinium) tris(pyridinium) (mu12-phosphato)-pentacosakis(mu2-oxido)-decaoxo-copper-undeca-tungsten dihydrate]",1
quantitative finance - statistical finance,1
multidrug resistance,1
ponatinib,1
displacement measurement,1
structural health monitoring,2
metamaterial based sensors,1
wireless passive sensors,1
simply supported beam experiment,1
elastic-plastic deformation of steel,1
strain measurement,1
humidity sensor,1
zinc sulfide,1
zns nanowires,1
qcm,2
xrd,1
computer science::other,3
nanomaterial,1
e. coli,1
lab-on-a-chip,1
sandwich structures,2
energy absorption,2
shells,1
heat treatment,1
blast loading,1
conwep,1
chemical properties,1
sds-page,1
akcakatik cheese (yogurt cheese),1
volatile flavor compounds,1
microbiological properties,1
biogenic amine,1
physics/condensed matter,1
physics/interdisciplinary physics,1
mathematics/statistics,1
discrete wavelet transformation,1
decision making,1
asthma,2
pulmonary sound signals,1
"health, toxicology and mutagenesis",5
obstruction theory,1
bredon cohomology,1
"57s25, 55r91",1
equivariant fibration,1
group action,1
55r91,1
quantum entanglement,1
jackson q-integral,1
calculations,1
dimensionless parameters,1
closed submodule,1
dedekind domain,1
primitive ideal,1
injective module,1
tunicamycin.,1
salt stress,2
antioxidant defence,1
endoplasmic reticulum stress,1
oxidative stress,3
ros signalling,1
drug–protein interactions,1
statins,1
tethered lipid bilayer,1
p-glycoprotein,1
tk,1
qa76,2
microarray analysis,1
rhodobacter capsulatus,1
heat and cold stress,1
"non-cognitive skills, grit, perseverance, field experiments, randomized interventions",1
jel:d03,1
jel:c91,1
sytems in our body,1
misconceptions,1
hf5001-6182,3
business,3
health services administration,2
hf1-6182,2
commerce,2
"psychological empowerment, trust, supervisor, organization",1
sulforaphane,1
mox phenotype,1
mir-155,1
lipopolysaccharide,1
microglia,1
nuclear factor erythroid 2-related factor 2,1
"methyl 2-butyl-8-methoxy-4-methyl-7-((phenylcarbamoyl)oxy)octa-2,3,5-trienoate",1
amplified fragment length polymorphism,1
random amplified polymorphic dna technique,1
gene mapping,2
molecular genetics,5
linkage mapping,2
genetic linkage,1
heredity,2
chromosome mapping,1
achievement,1
social norm,1
[ shs.edu ] humanities and social sciences/education,1
"gender gap,education,achievement,social norm",1
jel:i2,1
[ shs.eco ] humanities and social sciences/economies and finances,1
[shs.eco]humanities and social sciences/economies and finances,2
"jel: i - health, education, and welfare/i.i2 - education and research institutions",1
"i - health, education, and welfare/i.i2 - education and research institutions [jel]",1
[shs.edu]humanities and social sciences/education,1
"gender gap, education, achievement, social norms.",1
gender gap,1
[info.info-cr]computer science [cs]/cryptography and security [cs.cr],3
[info.info-it]computer science [cs]/information theory [cs.it],3
[ info.info-cr ] computer science [cs]/cryptography and security [cs.cr],1
acm: e.: data/e.4: coding and information theory,3
data/e.4: coding and information theory [acm],1
trace representation,1
[ info.info-it ] computer science [cs]/information theory [cs.it],1
quasi-cyclic code,1
acm: e.: data/e.3: data encryption,3
[math.math-it]mathematics [math]/information theory [math.it],3
mathematics of computing/g.2: discrete mathematics [acm],1
[ info.info-dm ] computer science [cs]/discrete mathematics [cs.dm],1
2-d cyclic code,1
[ math.math-it ] mathematics [math]/information theory [math.it],1
acm: g.: mathematics of computing/g.2: discrete mathematics,3
data/e.3: data encryption [acm],1
quantitative biology::tissues and organs,4
quantitative biology::genomics,2
iskenderun bay,1
mikroplastik,1
"mikroplastik,deniz çöpleri,levant denizi,i̇skenderun körfezi",1
marine litter,1
microplastic,1
levant denizi,1
i̇skenderun körfezi,1
deniz çöpleri,1
surface characteristics,1
dental implant,1
osseointegration,2
peri-implantitis,1
entscheidungstheorie,1
gleichgewichtsmodell,1
durability,1
unvollkommener markt,1
asymmetrische information,1
nichtkooperatives spiel,1
"third-party contracts, strategic delegation, renegotiation, asymmetric information, renegotiation-proofness, durability.",1
nuclear physics - experiment,1
spiro,1
phenoxyphosphazenes,1
ansa,1
signal amplification,1
magnetic dipole-dipole interaction,1
international journal of nanomedicine,2
magnetic micro/nanoparticle accumulation,1
image-based detection,1
magnetic dipole?dipole interaction,1
magnetic dipole–dipole interaction,1
magnetic micro/nano particle accumulation,1
image based detection,1
computer science - programming languages,1
physics::geophysics,5
eastern pontides belt,1
arc magmatism,1
subduction polarity,1
herpetofauna,1
biosphere reserve area,1
koruma,1
biyosfer rezerv alanı,1
biosphere reserve,1
camili,1
computerapplications_computersinothersystems,2
burdur-fethiye fault zone,1
gps,2
"57m60, 57m50 (primary)",1
thermoelectric equipment,1
graphyne,1
atomic density,1
electrical conduction,1
"53d35, 57m60 (primary), 57m50 (secondary)",1
hemophilia a,1
interleukins/ cytokines,1
interleukins/cytokines,1
f8 gene mutation,1
single nucleotide gene polymorphisms,1
association study,1
inhibitor formation,1
direlation,1
approximation operator,1
definability,1
texture space,1
rough set,1
fuzzy rough set,1
glycyrrhiza echinata,1
genomic dna,1
messenger rna,2
doxorubicin,1
pdr5 protein,1
"catena-[bis(4,4'-bipyridinium) (4-(pyridin-4-yl)pyridinium) (mu12-phosphato)-pentacosakis(mu2-oxido)-decaoxo-copper-undeca-tungsten monohydrate]",1
tnf-related apoptosis-inducing ligand,1
follow-up,1
stroke,2
ischemia,1
human rights education,1
textbook,1
turkish literature,1
language and expression. <br> i̇nsan hakları eğitimi,1
ders kitabı,1
türk edebiyatı,1
dil ve anlatım.,1
history (general) and history of europe,1
d,1
erratum,1
artificial bee colony algorithm,1
kalman filtering,1
radial basis neural networks,1
terrain classification,1
genetic algorithm,2
inertial navigation sensors,1
gradient descent,1
supertwisting observer,1
üstün burulma gözlemleyicisi,1
hybrid observer,1
pmsg,1
chattering,1
wind turbine,1
hibrit gözlemleyici,1
smsg,1
çatırdama,1
rüzgâr türbini,1
receptor,1
stroma,1
periodontitis,1
cxcl8 chemokine,1
probiotics,1
amides,1
fonctionnelles densité,1
hydrolyse,1
silver nitrate,1
trimethylsilyl derivative,1
addition reactions,1
aldehyde derivative,1
organic chemicals,1
automatic music transcription; group delay; music information retrieval; onset detection,1
media engineering,1
mediateknik,1
avpr2,1
diabetes insipidus,1
functional analysis,1
gpcr,1
built_and_human_env,1
structure space,2
dual algebra,1
power bounded element,2
coset ring,2
fourier algebra,2
fourier–stieltjes algebra,2
figà–talamanca–herz algebra,1
segal algebra,1
locally compact group,2
commutative banach algebra,2
fatality ratio,1
bulanık c-ortalamalar,1
ölüm oranı,1
injury ratio.,1
k-ortalamalar,1
yaralanma oranı.,1
k-means,1
fuzzy c-means,1
clustering analysis,1
madelung fluid,1
broer-kaup system,1
envelope soliton,1
resonant nls,1
soliton resonance,1
na1-9428,2
ht165.5-169.9,2
double skin facades; advantages of double skin facades; disadvantages of double skin facades; double skin façade types.,1
city planning,2
architecture,2
analytic and univalent function,1
differential subordination,1
bazilević functions,1
α-convex functions,1
normalized function,1
unit open disc,1
terahertz waves,1
bi2212 single crystals,1
ac josephson effect,1
terahertz emitters,1
norepinephrine,1
epinephrine,1
calix[4]arene,1
neurotransmitters,1
molecular recognition,1
dopamine,1
voltammetric sensors,1
dct,1
lbp,1
svm,1
multiplayer mobile game,1
riemannian maps,1
mathematics(all),3
harmonic map,1
kähler manifold,1
semi-invariant submersion,1
semi-invariant riemannian map,1
anti-invariant riemannian submersion,1
software_operatingsystems,2
organizational behavior and human resource management,1
"dibromo-(1-[(4-t-butylphenyl)methyl]-3-[(3,5-di-t-butylphenyl)methyl]-1,3-dihydro-2h-benzimidazol-2-ylidene)-pyridine-palladium(ii)",1
human-computer interaction,1
metabolomics,1
diflunisal,1
antihepatitis c virus,1
hydrazone,1
antiproliferative,1
cognitive control,1
general psychology,1
conflict monitoring,1
bf1-990,1
contingency learning,1
ispc effect,1
stimulus onset asynchrony,1
stroop task,1
univalent,1
starlikeness,1
rational type functions,1
analytic,1
convexity,1
open disk,1
"05b05, 05c51",1
c. zeylanicum,1
salvia triloba,1
s. aromaticum,1
dental pulp,1
osteoblast,1
anticancer drug research,1
dna strand breaks,1
dna topoisomerases,1
gossypol,1
gyrase inhibitor,1
time series analysis,1
vegetation indices,1
remote sensing,1
ecosystem classification,1
tugboats,1
robust control,2
positioning control,1
surface vessels,1
protease,1
caper (capparis spinosa),1
tp368-456,2
food production,1
food processing and manufacture,2
"statistics, probability and uncertainty",3
volterra integration operator,1
duhamel product,1
extended eigenvector,1
weighted shift operator,1
wiener algebra,1
extended eigenvalue,1
technology (general),1
discrete event systems (des),1
supervisory,1
finite state automata (fsa),1
petri nets (pn),1
t1-995,1
c6 and hela cell lines,1
2-alkylbenzothiazol,1
anticancer,2
spinal cord injury,1
paraplegia,1
external trauma,1
full paper,2
spinal stabilization,1
general veterinary,2
autologous stem cells,1
chemical stress,1
genome expression analysis,1
transfer rna,1
atr1 protein,1
biological marker,1
amino acid synthesis,1
mtt assay,1
"3-(4,5 dimetylthiazol -2-yl)-2,5 diphenlytetrazolium bromide assay",1
single cell gel electrophoresis assay,1
neuroblastoma,1
scge assay,1
genotoxicity,1
guaiazulene,1
klein-gordon equation,1
differential substitution,1
qa1-939,3
hg1501-3550,1
gmm,1
endogenous default risk,1
conditional choice probabilities,1
pml,1
banking,1
hotz-miller estimation,1
sovereign default risk,1
online marketing,1
fuzzy relations,1
fuzzy logic,1
ts1-2301,2
manufactures,2
apparel online marketing,1
defense and aviation industry,1
incentives,1
ankara,1
industrial development,1
gerotarget,1
secretome,1
research paper: gerotarget (focus on aging),1
"economic growth, development, planning",1
plant damage,1
tlos ancient city,1
hedera helix l.,1
hd72-88,1
vsm,1
cofe2o4,1
magnetic nanomaterials,1
n-alkylation,1
benzimidazolium sulfonates,1
ruthenium catalysis,1
hydrogen borrowing,1
plasma physics,2
rt1-120,1
spouse caregivers,1
nursing,1
nursing care,1
dart,1
snp,1
genome report,1
lentil,1
qtl mapping,1
manganese,1
the dardanelles,1
cumacea,1
crustacean,1
sewage pollution,1
community,1
perforated plates,1
perforated plate,1
pressure drop,1
double skin facade,2
unequal error protection,1
fmo,1
fountain codes,1
lts4,1
multi-view coding,1
lt codes,1
food composition,1
phrynocephalus horvathi,1
[sdu.stu.pg]sciences of the universe [physics]/earth sciences/paleontology,1
[sdu.stu.pg] sciences of the universe/earth sciences/paleontology,1
aggregates,1
polyvinyl alcohols,1
nonlinear sciences - adaptation and self-organizing systems,2
"34d06, 05c82",1
14j32,1
biophysical theory and modeling,1
harpacticoida,1
new species,3
odaginiceps,1
tetragonicipitidae,1
"11g15, 11g16, 11f03",1
d86,1
"strategic delegation, incomplete contracts, renegotiation.",1
incomplete contracts,1
phenotype,1
adhd,1
behavioral disciplines and activities,1
adra2a,1
comt,1
57r17,1
data-driven prognostics,1
similarity-based modelling,1
anomaly detection,1
multivariate analysis,1
planted forest,1
nursery technologies,1
forest regeneration materials,1
led grow lights,1
"57r17, 57r65, 57r58, 57m99",1
ssz setting,1
se anatolia,1
ophiolite,1
granitoid,1
u-pb geochronology,1
island-arc,1
spectral,1
analysis of ordinary differential operators,1
transformation operator,1
boundary value problems,1
inverse problems,1
asymptotic formulas for eigenvalues,1
sturm-liouville theory,1
multiobjective optimization,1
material removal rate (mrr),1
larynx cancer,2
microrna-signature,2
cd133,2
cancer stem-like cells,2
w⁎-convergence,1
glycophyte forages,1
relative feed value,1
in vitro gas production,1
legume sp.,1
psychological phenomena and processes,1
copolymerization,1
carbon capture and conversion,1
tp690-692.5,1
petroleum refining. petroleum products,1
ta703-712,1
co2 utilization,1
dream reactions,1
carboxylation,1
c1-chemicals,1
photocatalysis,1
reduction,1
electrocatalysis,1
engineering geology. rock mechanics. soil mechanics. underground construction,1
attainable set,2
lp space,1
set-valued map,1
control system,1
unsaturated soils,1
matric,1
rainwater infiltration,1
osmotic and total suctions,1
soil–water retension curve (swrc),1
unsaturated soil’s shear strength,1
unsaturated soil's shear strength,1
shallow landslides,1
physics and astronomy(all),3
physics::medical physics,1
40,1
41,2
120,2
"fault diagnosis, diagnostic expert system, failure analysis, rail transportation maintenance, forecasting, prognostics, remaining useful life estimation, railway turnouts, time series",1
ccvd,1
[spi.nano] engineering sciences/micro and nanotechnologies/microelectronics,1
alumina,1
[spi.mat] engineering sciences/materials,1
observation,1
base de donnée,1
graphes,1
[sdu.stu.oc]sciences of the universe [physics]/earth sciences/oceanography,1
graphs,1
[sde.ie]environmental sciences/environmental engineering,1
[ sdu.stu.oc ] sciences of the universe [physics]/earth sciences/oceanography,1
[ sde.ie ] environmental sciences/environmental engineering,1
coralligène,1
méditerranée,1
systèmes d’information,1
"34c28, 37d45, 34h10",1
quantitative biology::molecular networks,1
i.2.7,1
somatic chromosome,1
maturation,1
debittering,1
phenolics,1
dsc,1
membrane lipid,1
lipid structure,1
ftir spectroscopy,1
agomelatine,1
cell differentiation,1
sequence motif analysis,1
chemical characterization,1
neuronal differentiation,1
binding analysis,1
cell binding,1
polypyrrole,1
pt electrode,1
amperometric biosensor,1
glucose oxidase,1
"response surface methodology,pt electrode,polypyrrole,amperometric biosensor,glucose oxidase",1
response surface methodology,1
60-08,1
60a10,1
60c05,2
parasitology,3
glycoalkaloids,1
solanum linnaeanum,1
nightshade,1
solasonine,1
solamargine,1
jel:e41,1
jel:e51,1
money demand; inflation uncertainty; smooth transition regression; nonlinearity.,1
kuşadası körfezi,1
dağılım,1
sipuncula,1
ege denizi,3
winter segment,1
artvin region,1
sd1-669.5,1
lunar losses,1
urus miii airline,1
social network,1
twitter,1
e-participation,1
facebook,1
municipality,1
mayor of municipality,1
flexural loading,1
ultimate flexural strength,1
fly ash,1
engineered cementitious composite (ecc),1
air exposure,1
metal complexes,1
sulfonamide,1
pyrazole,1
hydratase and esterase activities,1
safranbolu,1
a,1
"safranbolu,kinematik analiz,unesco dünya miras kenti,kaya şevi stabilitesi",1
rock slope stability,1
kinematic analaysis,1
unesco world heritage,1
general works,1
pancreas cancer,1
adamts,1
displacement sensor,1
elastic-plastic region,1
strain sensor,1
metamaterial,1
signaling,2
lymphoid organs,1
immunologic receptor signaling,1
membranes and sorting,1
"biochemical phenomena, metabolism, and nutrition",2
molecular development,2
immune system,2
signal initiation,1
immune physiology,2
immunological signaling,1
membrane receptor signaling,1
signaling in selected disciplines,2
biological factors,1
chemical and pharmacologic phenomena,3
tcr signaling cascade,1
education - education for all tertiary education access and equity in basic education teaching and learning education - primary education,1
"college admissions, placement algoritms, fairness",1
jel:i23,1
silicon nanoparticles,1
retention time,1
atomic layer deposition,1
charge trapping memory devices,1
program time,1
graphene nanoplatelets,1
aluminum oxide,1
molecular biosciences,1
bioactive peptid,1
regulation,1
cathepsin a,1
lysosome,1
bepress|life sciences|biology,1
"bepress|life sciences|biochemistry, biophysics, and structural biology|biochemistry",1
dianthus,1
caryophyllales,2
section dentati,1
caryophyllaceae,2
factor content analysis,1
