,Counter
"human capital, labor productivity, spatial durbin model, spatial externalities, european regions, c21, o18, o47, o52, r11,",1
microevolution,3
in situ observation,2
single-colony pcr,2
mnd,1
tdp-43,2
audience,2
triadic awareness,2
intestine-specific hsl-deficient mice,1
triglyceride absorption,2
small intestine,1
hormone sensitive lipase,1
"4-(1,2-benzoxazol-3-yl)-1-(2-carboxy-2-methylpropyl)piperazin-1-ium chloride methanol solvate",2
"68u07, 65d05, 65d17, 49m25",1
lorica,1
barcoding,1
cell division,6
marine plankton,1
intergenerational mobility,1
j62,1
"380 commerce, communications &amp; transportation",1
immigrants,1
340 law,1
"46b20, 46e35, 52a21, 52b45",1
"(n,n'-acenaphthylene-1,2-diylidenebis(4-methoxyaniline))-chloro-triphenylphosphine-copper(i)",1
artificial cultivation,1
bulbus fritillariae cirrhosae,1
qinghai-tibet plateau,1
plant morphology,1
plant resource,1
traditional medicine,1
total alkaloids,1
nonbreeder aggregation,1
social bond,1
vortex beams,1
angular momentum,1
math_pr] mathematics/probability [[math],1
[ math.math-pr ] mathematics [math]/probability [math.pr],6
random walks,3
p-adic lie groups.,1
math_pr] mathématiques/probabilités [[math],1
20e42; 60g50,1
p-adic lie groups,1
hecke algebras,1
affine buildings,1
plancherel theorem,1
cyclopentadienyl-(sulfonato-cyclopentadienyl)-cobalt,1
"nof−, item with low number of features",1
"nof?, item with low number of features",1
"e2, 17-β-estradiol",1
"e2, 17-?-estradiol",1
theta,1
17-?-estradiol,1
"rt, response time",1
sex hormone,2
17-β-estradiol,1
"nof+, item with high number of features",1
"iaf, individual alpha frequency",1
semantic categorization task,1
oenococcus oeni,1
malolactic enzyme,1
malolactic fermentation,1
l. plantarum,1
13c,1
temperate forest,1
carbonate weathering,1
numerical accuracy,1
jel:e0,1
jel:c6,1
14q10 (14j99),1
"53z05, 83c05, 35q75",1
forest stand development,1
potential natural vegetation type,1
individual-tree growth model,1
species distribution,1
rossmann-fold,1
hydrogen bond geometry,1
polyol-specific long-chain dehydrogenases/reductases,1
coenzyme specificity,2
"cpckii, chloroplast casein kinase ii",1
"x5p, xylulose 5-phosphate",1
calcium signalling,1
"fbpase, fructose 1,6-bisphosphate",1
"rbp, ribulose 1,5-bisphosphate",1
"r5p, ribose 5-phosphate",1
"cas, calcium-sensing receptor",1
"f6p, fructose 6-phosphate",1
"oppp, oxidative pentose phosphate pathway",1
carbon metabolism,1
"e4p, erythrose 4-phosphate",1
"cdpk, calcium-dependent protein kinase",1
"g3p, glyceraldehyde 3-phosphate",1
calvin–benson–bassham cycle,1
"e4pdh, e4p dehydrogenase",1
"cbb, calvin–benson–bassham",1
"var1, variegated 1",1
"tkl, transketolase",1
"tpi, triosephosphate isomerase",1
"tpp, thiamine pyrophosphate",1
"s7p, sedoheptulose 7-phosphate",1
transketolase (tkl),1
"g3pdh, α-g3p-dehydrogenase",1
pin auxin efflux carriers,1
microsomal fraction,1
membrane protein,2
"primary 34l25, 81u40, secondary 34b30, 34l40",1
ddc:670,2
ionization edges,1
scattering cross section,1
dipole approximation,1
aero-terrestrial green algae,1
imaging-pam,1
terrestrialization,1
"65d18, 70b10",1
cooperativity,3
nf-kappa b signaling,1
security transparency,1
t58.5-58.64,1
cloud computing,1
cloud service provider,1
cloud service user,1
fullerenes,1
hybrid nanomaterials,1
photovoltaics,2
"05a05, 05a15, 05a19, 15b35",1
erythrose reductase,2
trichoderma reesei; wheat straw; lignocellulose,1
erythritol,3
relatedness,1
polygyny,1
lapwings,1
kin selection,1
"41a65, 42a10, 47b47",2
embryogenesis,1
rate of development,1
genetic variation,2
dgrp,1
ph sensor,1
“click” chemistry,1
covalent dye coupling,1
photoinduced electron transfer,2
rhodamine,1
neotropic region,1
leptopharynx costatus costatus nov. stat.,1
leptopharynx costatus-complex,1
credence goods; experiment; liability; verifiability; reputation; competition,1
reputation,1
"credence goods, experiment, liability, verifiability, reputation, competition",1
verifiability,1
haftung,1
liability,1
"competition, reputation, verifiability, liability, experiment, credence goods",1
kinases,3
dorsal root ganglia,1
axon regeneration,1
exoenzyme,1
cellbio,3
spontaneous response,1
call combination,1
pattern perception,1
songbird,1
"ethyl 2-(1-ethoxy-1-oxobut-2-en-2-yl)-7-methyl-3-phenyl-2,3-dihydro-1-benzofuran-2-carboxylate",1
aminoacyl trna syntethases,1
tars2,1
vars2,1
oxphos defect,1
encephalomyopathy,1
mitochondrial disease,1
diversität,1
konservat-lagerstätte,1
neoselachii,1
holocephali,1
ypresian,1
ypresium,1
oxygen reduction kinetics,1
platinum microelectrodes,1
bulk path,1
polarization resistance,1
"35a99, 35a30, 35k57, 35k05",1
general pathology,1
"computer science - computational engineering, finance, and science",2
hypertension/genetics,1
brain/blood supply/pathology,1
sex distribution,1
odds ratio,1
cerebrovascular circulation/*genetics,1
angiotensins/*genetics,1
genetic screening,1
austria/epidemiology,1
microcirculation/pathology,1
point mutation/genetics,1
logistic models,1
middle aged,2
gene frequency,1
age distribution,1
promoter regions (genetics)/*genetics,1
cohort studies,2
linkage (genetics),1
haplotypes/*genetics,1
cerebral arterial diseases/diagnosis/epidemiology/*genetics,1
"polymorphism, genetic/genetics",1
nlin_ps] science non linéaire/formation de structures et solitons [[nlin],2
phys:phys_flu-dyn] physique/physique/dynamique des fluides [[phys],2
meca:mefl] physique/mécanique/mécanique des fluides [[phys],2
math_ap] mathematics/analysis of pdes [[math],2
math_na] mathematics/numerical analysis [[math],5
math_gm] mathematics/general mathematics [[math],2
phys:phys_flu-dyn] physics/physics/fluid dynamics [[phys],2
phys:phys_ao-ph] physique/physique/physique atmosphérique et océanique [[phys],2
mcg] sciences de l'environnement/milieux et changements globaux [[sde],1
math_na] mathématiques/analyse numérique [[math],5
phys:phys_comp-ph] physics/physics/computational physics [[phys],2
phys:phys_geo-ph] physique/physique/géophysique [[phys],1
phys:phys_comp-ph] physique/physique/physique numérique [[phys],2
meca:mefl] engineering sciences/mechanics/fluids mechanics [[spi],2
meca:mefl] sciences de l'ingénieur/mécanique/mécanique des fluides [[spi],2
math_gm] mathématiques/mathématiques générales [[math],2
stu:gp] sciences of the universe/earth sciences/geophysics [[sdu],1
[math.math-gm]mathematics [math]/general mathematics [math.gm],2
nlin_si] science non linéaire/systèmes solubles et intégrables [[nlin],2
phys:phys_gen-ph] physics/physics/general physics [[phys],2
phys:phys_ao-ph] physics/physics/atmospheric and oceanic physics [[phys],2
stu:gp] planète et univers/sciences de la terre/géophysique [[sdu],1
mcg] environmental sciences/global changes [[sde],1
nlin_cd] science non linéaire/dynamique chaotique [[nlin],2
[nlin.nlin-cd]nonlinear sciences [physics]/chaotic dynamics [nlin.cd],2
nlin_si] nonlinear sciences/exactly solvable and integrable systems [[nlin],2
math_ap] mathématiques/equations aux dérivées partielles [[math],2
phys:phys_gen-ph] physique/physique/physique générale [[phys],2
meca:mefl] physics/mechanics/mechanics of the fluids [[phys],2
phys:phys_geo-ph] physics/physics/geophysics [[phys],1
nlin_cd] nonlinear sciences/chaotic dynamics [[nlin],2
nlin_ps] nonlinear sciences/pattern formation and solitons [[nlin],2
proper forcing axiom,1
internal approachability,1
horizontal innovation,1
heterogeneous consumption,1
"horizontal innovation, endogenous growth, heterogeneous consumption, o3, o4,",1
endogenous growth,1
amplitude,1
zeitgeber,1
internal clock,1
actigraphy,1
bck-algebra,1
convex congruence,1
algebra with induced order,1
convex class,1
bci-algebra,1
nanotip,1
electron emitter,1
two-color laser field,1
pore evolution,1
pore size distribution,2
soil structure,2
conceptual model,1
cover crops,2
subresultants,1
greatest common right divisor,1
polynomial remainder sequences,1
ore polynomials,1
"68p15, 68q60, 68q85",2
cognitive-behavioral therapy,1
lpp,1
p300,2
bioenergy and biofuels,1
fed-batch,4
methanogen,1
bioprocess,1
ch4,1
surface electromyography,1
scar,1
trot,1
gluteus medius,1
walk,1
time complexity,1
theory of computation/f.1: computation by abstract devices/f.1.2: modes of computation [acm],1
contraction rate,1
asymmetric catalysis,3
"03a05, 03b50, 03b60, 03b53",1
noncommutative hypergeometric series,1
hypergeometric equation,1
46f05,1
actinides,2
borates,2
high-pressure chemistry,4
"35b40, 51b10, 58k10, 58j72",1
"65r10, 33c05, 33c50, 35p10, 47b39",1
targeted killing,1
drones,1
international order,1
morality,1
assassination,1
international law,1
"22e46, 43a30, 43a32, 43a85, 53c35",1
spline-type systems,1
constructive realizations,1
biorthogonal systems,1
65d15,1
multi-level schemes,1
bilateral series,1
"33d15 (primary) 05a19, 33d99 (secondary)",1
q-series,1
ramanujan's ψ11 summation,1
institute for empirical research in economics (former),1
j21,1
"disability insurance, eligibility criteria, labor supply, policy reform",1
jel:j21,1
optical processes,1
physical processes,1
polymers,3
gases,1
intracellular invasion,1
gentamycin assay,1
salmon head kidney cells,1
chinook salmon embryo cells,1
atlantic salmon kidney cells,1
vdac,1
mitochondrial regulation,1
beta tubulin isotypes,1
creatine kinase,3
mitochondria-cytoskeleton interactions,1
"65m08, 65l60, 65m12, 35k51, 35k65, 35q92",1
technologie,1
sociology of technology,1
sociology of science,1
innovation research,1
ingenieurswissenschaften,1
gender studies,2
innovationsforschung,1
naturwissenschaft,1
coordination polymers,2
schiff bases,2
"35q41, 35q55",1
info_dm] informatique/mathématique discrète [[info],3
[info.info-dm] computer science/discrete mathematics,2
info_dm] computer science/discrete mathematics [[info],3
metal complexes,1
cross-coupling,3
pincer ligands,3
preserved speech variant,1
rett syndrome,3
speech-language development,2
milestones,1
40a25 (primary) 11b65 11y60 65b10 (secondary),1
dynamic mrs,1
exercising muscle,2
spectroscopic methodology - full papers,1
localized mrs,1
phosphorous,1
high field,1
teacher–student relationship,1
faculty–student interaction,1
higher education,1
faculty?student interaction,1
teacher?student relationship,1
ecology/physiological ecology,1
phospho-specific antibody,1
sh3 domains,1
pp1/2a,1
cis-trans isomerization,1
1-methyl-4-phenylpyridinium (mpp+),1
proline-directed phosphorylation,1
protein kinase c (pkc),1
map kinases (mapks),1
pedigree,2
hypotheses,1
models of evolution,1
molecular marker,1
microsatellite,2
indel,1
simply generated tree,1
convergence of moments,1
branching processes,1
tpb,1
failure stories,1
entrepreneurship education,3
success stories,1
pbc,1
perceived behaviour control,1
entrepreneurial self-efficacy,1
social learning theory,1
role model,1
theory of planned behaviour,1
cell envelope,1
lexical processing,1
visual word form area (vwfa),1
semantic processing,1
strontium isotopes,1
mc icp-ms,2
uncertainty of measurement,1
isotope amount ratio,1
instrumental isotopic fractionation,1
"11a63, 11y50, 11d75",1
organic films,1
surfaces,2
level,1
beam deposition,1
dipole,1
"bis(mu~3~-methacrylato)-bis(mu~3~-oxo)-octakis(mu~2~-methacrylato)-bis(mu~2~-acetato-o,o,o')-bis(isopropanol)-tetra-cadmium-di-titanium",1
modeling catastrophe losses,1
g22,1
utility indifference pricing,1
piecewise deterministic markov process,1
g13,1
catastrophe derivatives,1
"91g20, 91b70, 91b16, 93e20, 60j75",1
91b16,1
91g20,1
insurance mathematics,2
data_miscellaneous,2
computerapplications_miscellaneous,1
nanobeam diffraction,1
ta2o5,1
dos,1
03d60,1
microtubules; kinesin; actin cytoskeleton; adhesion; signalling,1
motor neuron disease,1
frontotemporal dementia,1
endosomal-vacuolar pathway,1
endolysosomal pathway,1
glyphs,2
semantic zoom,2
interactive knowledge discovery,2
thermophysical properties,1
liquid metal/alloy,1
density liquid aluminium,1
[ spi ] engineering sciences [physics],1
containerless techniques,1
"c31, o18, o47, r11,",1
"jel c31, o18, o47, r11",1
economic growth / augmented mankiw-romer-weil model / spatial externalities / spatial durbin model / european regions,1
economic growth / augmented mankiw-romer-weil model / spatial externalities / spatial durbin model/ european regions,1
"06b10, 06d22, 08a30, 08b10",1
fast spiking,1
sustained release,1
cerebellum,2
pool replenishment,1
exocytosis,1
synaptotagmin,1
basket cells,1
bioprocess development,1
physiological parameter,1
specific substrate uptake rate,1
"03g12, 03g27, 06f07, 06f15, 06a35",1
"34b20, 34l40, 34l05, 34b30",1
"primary: 35k59, 35q35, secondary: 35b30, 35b35, 35b40, 35b45, 35b65, 35g16, 35g31, 35k20, 35p15",1
"26c10, 39c15, 03c64",1
"05a05, 05a15, 05a19, 15b35, 82b20, 82b23",4
bioavailability,1
coloured dissolved organic matter,1
eastern north atlantic ocean,1
absorption and fluorescence spectroscopy,1
brief article,2
natural linearization,1
adaptive strategy,1
tikhonov–phillips regularization,1
critical number,1
sumsets,1
"11a63, 52c23, 52c10 (primary), 11h99, 11-04 (secondary)",1
immunology/immunomodulation,1
infectious diseases/viral infections,1
n-glycan processing,2
exploratory study,1
lenguajes y sistemas informaticos,2
process model quality,2
change patterns,1
medicinal chemistry,2
graft survival,1
cardiovascular physiology,2
blood circulation,1
organ transplantation,1
solid organ transplantation,1
pancreatitis,3
indazolium pentachlorido(-2h-indazole)osmium(iv) monohydrate,1
voltage-dependent anion channel,1
[sdv.ib.ima] life sciences/bioengineering/imaging,1
phosphotransfer network,1
creatine kinase system,1
bordered pits,1
norway spruce (picea abies),2
acoustic emission testing,1
cavitation fatigue,1
functional wood anatomy,1
wood shrinkage,1
x-ray computed tomography,1
distributed estimation,1
distributed state estimation,1
large scale optimization,1
sensor network,1
networked control,1
thrombocytes,1
[info.info-pl]computer science [cs]/programming languages [cs.pl],5
"35k51, 35k65, 35q79, 82d37",1
educational robotics,1
child-robot interaction,1
robot design,1
feshbach resonance,1
quantum gases,1
three-body losses,1
pair distribution function,1
efimov effect,1
67.85.-d,1
triplet distribution function,1
"65r32, 35l05, 92c55",1
atvps2.2,1
coimmunioprecipitation,1
yeast two-hybrid,1
lc?ms/ms,1
bimolecular fluorescence complementation,1
lc−ms/ms,1
gfp-tagged,1
dynamins,1
new economic geography / augmented solow model / panel data model / spatially correlated error components / spatial econometrics,1
"c33, o10,",1
"jel c33, o10",1
point estimation,1
t-lghill estimator,1
t-hill estimator,1
[ math.math-st ] mathematics [math]/statistics [math.st],1
asymptotic properties of estimators,1
tris(mu-oxo)-undecakis(mu-2-methylprop-2-enoato)-bis(propan-2-olato)-tetra-titanium-lanthanum,1
ground states,1
wigner crystals,1
ewald summation,1
binary mixture of charged systems,1
evolutionary algorithm,1
"pg, pregeniculate nucleus",1
"ds, dorsal subiculum",1
"pas, parasubiculum",1
"pv, paraventricular thalamic nucleus",1
"sr, stratum radiatum",1
"ep, entopeduncular nucleus",1
"mi, mitral cell layer bulbus olfactorius",1
"ld, laterodorsal thalamic nucleus",1
"bla, basolateral amygdala",1
"gp, globus pallidus",1
gabaa receptor subunits,1
"gr, granule cell layer cerebellum",1
"epl, external plexiform layer",1
"cea, central amygdala",1
"tbs, tris?hcl-buffered saline",1
"i, intercalated nucleus",1
"vpm, ventral posteromedial thalamic nucleus",1
"dlg, dorsal lateral geniculate nucleus",1
"h, hilus",1
"vpl, ventral posterolateral thalamic nucleus",1
"rt, reticular thalamic nucleus",1
"ma, medial amygdaloid nucleus",1
"mrna, messenger ribonucleic acid",1
"prs, presubiculum",1
"st, striatum",1
"ent, entorhinal cortex",1
"vs, ventral subiculum",1
"mol, molecular layer cerebellum",1
"ish, in situ hybridization",1
"so, stratum oriens",1
"stt, spinal trigeminal tract",1
"gl, glomerular layer bulbus olfactorius",1
"gr, granule cell layer bulbus olfactorius",1
"tbs, tris–hcl-buffered saline",1
"hb, habenula",1
"ml, molecular layer of dentate gyrus",1
qcd's green's functions,1
baryons,1
quark–gluon vertex,1
mesons,1
quantitative biostratigraphy,1
foraminifera,1
cretaceous,4
"primary: 42c15, 81s30, secondary: 35s05",1
"tag, triacylglyceride",1
"chop, c/ebp homologous protein",1
"ube1a, ubiquitin-activating enzyme 1a",1
"ako, adipose triglyceride lipase knockout",2
"grp78, glucose-regulated protein 78 kda",1
"ikk, iκb kinase",2
"pparα, peroxisome proliferator receptor α",3
"nox, nadph oxidase",4
"il-6, interleukin 6",3
"ups, ubiquitin-proteasome system",1
"tfam, mitochondrial transcription factor a",1
"iκb, inhibitor of κb",1
"tg, transgene",1
"sucllvy-amc, succinyl-leu-leu-val-tyr-7-amido-4-methylcoumarin",1
"mcp-1, monocyte chemotactic protein-1",3
"pdi, protein disulfide isomerase",4
"pgc, pparγ coactivator",1
"i/r, ischemia/reperfusion",1
"tnfα, tumor necrosis factor α",3
"ire-1, inositol-requiring enzyme 1",1
"gtpch-1, gtp cyclohydrolase 1",1
"mg132, carbobenzoxy-leu-leu-leucinal",1
"nf-κb, nuclear factor kappa-light-chain-enhancer of activated b cells",2
"fa, fatty acid",1
cardiac dysfunction,1
"amc, amino-4-methylcoumarin",1
"sod-1, cu,zn-superoxide dismutase",1
peroxisome proliferator-activated receptor α,1
"öfos, social sciences, regional planning, spatial research",1
"bic standard subject categories, humanities, history, history: specific events & topics, colonialism & imperialism",1
"deportation, habsburgerreich, zwangsmigration, gewaltgeschichte, frühe neuzeit;deportation, habsburg empire, forced migration, history of violence, early modern period",1
mate,1
brane calculi,1
drip,1
tissue p system,1
glucose transport,1
gas gland,1
silvering,2
rete mirabile,2
mrna expression,1
"03e04, 03e35",1
neurotherapy,1
smr,1
neurofeedback,1
insomnia,1
interdisciplinary project,2
computer-mediated communication,2
cross-cultural projects,1
authoring tools and methods,2
multimedia/hypermedia system,2
tree-ring analysis,1
"[sdu.envi] sciences of the universe/continental interfaces, environment",3
"[sdu.ocean] sciences of the universe/ocean, atmosphere",5
cs-137,1
global fallout,2
geotraces,1
u-236,1
the japan sea,1
invasive aspergillosis,2
infection imaging,2
68ga-siderophores,1
agaricus bisporus,3
abppo4,1
class forcing,1
internal consistency,1
"dicarbonyl-chloro-(n,n'-(pyridine-2,6-diyl)bis(n-ethyl-p,p-diisopropyl(phosphinous amide)))-iron tetrafluoroborate",1
lumbar spine,1
ovine,1
muscle fatty infiltration,1
liquid chromatography−high resolution mass spectrometry,1
taddols,1
h-bonding catalysis,1
chiral lewis bases,1
chiral pool,1
aerolysin,1
pore-forming toxin,1
hochterrasse,1
rissian,1
feldspar single grain,1
algebraic models,1
exhaustive enumeration,1
one dimensional cellular automata,1
orderly algorithm,1
graph models,1
spain,1
urban ecology,1
economic impact analysis,1
microeconomics,2
urban economics,1
quantum communication,1
red blood cell count,1
atrial fibrillation - myocardial infarction - red blood cell count,1
molybdenum complexes,1
esi mass spectrometry,1
collective electrostatics,1
monolayer quantum‐well,1
density?functional theory,1
self‐assembled monolayer,1
self?assembled monolayer,1
density‐functional theory,1
monolayer quantum?well,1
interface design,1
phase equilibrium,1
clathrates,1
thermoelectric properties,1
knt,1
biopolitics,1
medienaktivismus,1
jfd,1
biopolitik,1
web 2.0,1
activist media,1
"52b45, 53c65, 43a90",1
cyprideis,1
ostracods,1
"öfos, humanities, philosophy, theory of science",2
"öfos, natural sciences, mathematics, computer sciences, logic",1
"bic standard subject categories, humanities, philosophy, history of western philosophy, western philosophy, from c 1900 -",2
"öfos, social sciences, sociology, social philosophy",3
"bic standard subject categories, humanities, philosophy, social & political philosophy",3
"bic standard subject categories, humanities, philosophy, ethics & moral philosophy",2
"ethik, moral, wiener kreis, logischer empirismus, humanismus, geschichte der philosophie;ethics, morality, vienna circle, logical empiricism, humanism, history of philosophy",1
"60j50 (primary) 05c25, 20e22, 31c05, 60g50 (secondary)",1
microcosm,1
microbial community structure analysis,1
microbial respiration,1
leaf litter decomposition,1
weibull distribution,1
point-load testing,1
breakage load,1
finite element analysis,2
loading configuration,1
comparative anatomy,2
organogenesis,3
fisheries science,1
ichthyology,4
myristoylation,2
plasmons,1
transferases,1
membranes cel·lulars,1
very important paper,1
proteïnes,1
plasmons (physics),1
lauroylation,1
supercooling,2
"infrared video thermography, frost injury, alpine ecology",1
biological ice nucleation,1
micrornas,3
"46b25, 46b26, 60g46",1
climate extreme,1
15n labelling,1
gross primary productivity,1
land-use change,1
croissance,1
oryza,1
seedlings,2
développement,1
immunité,1
(hemi)cellulases,1
biopolymer degradation,1
passive immunotherapy,1
transplantation immunology,1
allograft rejection,1
blueberries,1
berries,2
bogs,2
gc–ms,1
gc?ms,1
huvec,1
needle trap,1
cost analysis,2
burden of disease,1
spleen tyrosine kinase inhibitor,1
cromolyn,1
mast cell,2
dura,1
animal-assisted interventions,2
animal-assisted therapy,1
stress reduction,1
human-animal interaction,1
agricultural science,1
medical bioscience,1
pet ownership,1
49q20,2
interpretation of subdiffusive measurements,1
complex body fluids like blood and its components,1
molecular crowding,1
meaningful time for studying just one single molecule,1
limited continuous time random walks (lctrw) on fractal supports,1
physical model of temporal heterogeneity,1
"chloro-(2-chloro-6-((1-(pyridin-2-yl)ethylidene)hydrazono)-6,11-dihydro-5h-indolo[3,2-c]quinoline)-(eta^6^-p-cymene)-ruthenium chloride ethanol solvate",1
chromium hexacarbonyl cr(co)<sub>6</sub>,1
electron ionization,2
febid,2
chromium hexacarbonyl cr(co)6,1
metastable decay,1
transgenerational effects,1
spider mites,1
predator?prey interactions,1
ga101-1776,1
"03e35, 54d20, 54c50, 03e05",1
rudolf sturany,1
type specimens,1
deep-sea,1
eastern mediterranean sea,1
greece,2
monterosato,1
pola expeditions,1
gastropoda,4
"dibromo-dicarbonyl-(n,n'-(pyridine-2,6-diyl)bis(n-methyl-p,p-diphenyl(phosphinous amide)))-molybdenum deuterochloroform solvate",1
91g20 (primary) 41a60 (secondary),1
"05a15, 05c30, 05c70, 52c20",1
skin physiology,1
macromolecular assemblies,1
bullous disorders,1
skin anatomy,1
autosomal dominant,1
extracellular matrix adhesions,1
"deportation, habsburgerreich, zwangsmigration, gewaltgeschichte, frühe neuzeit",1
"deportation, habsburg empire, forced migration, history of violence, early modern period",1
b-splines,1
isogeometric method,1
galerkin formulation,1
nurbs,2
multigrid method,1
bilbo1,1
flagellar pocket collar,1
flagellar pocket,1
"81u40, 35j10, 47a40",1
condensed matter::statistical mechanics,4
"11b37 (primary), 11r09, 12e99, 39b12 (secondary)",1
basic self-knowledge,1
cogito judgment,1
privileged self-knowledge,1
transparency model,1
hybrid imaging,1
quantitative photoacoustic tomography,1
92c50,1
industrieländer,1
egalitarianism,1
"egalitarianism, family models, diffusion, fertility.",1
family models,1
gleichberechtigung,1
"05c25 (primary), 05c63, 05c15 (secondary)",1
"46e35, 35s05, 81s30, 42c15",1
"42c15 (primary), 47a05 (secondary)",1
"42c40, 43a32, 42c15, 43a70",1
"commuting, gravity model, censored regression",1
mono-exponential,1
atrs,1
musculoskeletal,1
bi-exponential,1
t2*,1
achilles tendon,1
hexakis((mu3-3-bromopropyl)phosphonato)-bis(mu3-oxido)-hexakis(mu2-propoxy)-hexakis(propoxy)-hepta-zirconium,1
final-state interaction,1
rho(1450),1
partial wave,1
anti-b0 --> d*(2010)+ omega(783) pi-,1
pi+ pi-,1
d0 --> k- pi+,1
"46f30, 03h05, 46s20",1
"42c15, 65j10, 47a50,",1
gonorrhoea,1
hepatitis b,1
sti,1
syphilis,1
human papillomavirus,1
hbv,1
code generation,1
reactive dsls,1
"dilthey, wissenschaftsphilosophie, philosophie des 19. jahrhunderts",1
"dilthey, philosophy of science, 19th century philosophy",1
bose-einstein condensation,1
bose gases quantum fluids & solids,1
condensació de bose-einstein,1
computer science::machine learning,5
hepatocytes,2
arrhythmias,1
ca2+ handling,1
trpc3,2
ion channels and arrhythmias,1
cardiac contractility,1
ncx1,1
hexakis(mu3-oxido)-hexadecakis(mu2-propionato)-tetra-copper-penta-titanium,1
ultra-high field fmri,1
artifacts,1
inductive readout,1
resonator,1
lorentz force actuation,1
centromere,2
telobox,1
haploid,1
"65m60, 65m12, 35k20, 35k57",1
"(mu-(3-methyl-1h-1,2,3-triazol-3-ium-1,4-diyl)bis(cyclopentadienyl))-bis(cyclopentadienyl)-cobalt-iron bis(trifluoromethanesulfonate)",1
median raphe nucleus,1
channelrhodopsin-2,1
msc_65c10,1
monte carlo integration / lattice rules / low discrepancy sequence / highly uniform point sets / importance sampling,1
msc_65c05,1
pseudo-additive entropy,1
darótzy’s mapping,1
conditional entropy,1
entropic chain rule,1
step-size control,2
meansquare numerical methods,2
small noise,2
stochastic differential-algebraic equations,2
local error estimation,2
adaptive methods,3
snail,2
ppgalnact,2
o-glycosylation,5
galnac-transferase,2
o-glycoprotein,1
biomphalaria glabrata,3
endometrial stromal cells,1
raf-1/rockii signalling pathway,1
endometriosis,2
actin cytoskeleton and cellular migration,1
cell signalling and endometriosis,1
reproductive endocrinology,1
cerium,2
fluoride borates,1
multianvil,2
"[sdv.ee.ieo]life sciences [q-bio]/ecology, environment/symbiosis",2
juvenile growth,1
ambient temperature,2
litter size,1
mesocricetus auratus,1
pup mortality,1
early development,1
[sdv.ba.zv]life sciences [q-bio]/animal biology/vertebrate zoology,1
heat dissipation limitation,1
functional diversity,1
co2 fixation,2
prokaryotic community structure,1
mesopelagic,1
"saddle period, bourgeoise and peasants, tyrol, microhistory, 1809, tyrolean insurrection, michael pfurtscheller, andreas hofer, stubaital, stubai tools",1
"sattelzeit, bürger und bauern, tirol, mikrogeschichte,1809, tiroler aufstand, michael pfurtscheller, andreas hofer, stubaital, stubaier kleineisenindustrie",1
jds3,2
carbapenemases,1
enantioselectivity,4
isotopic labeling,1
chi?rality,1
chi­rality,1
"34a05, 39a06, 39a12",1
cdom,1
lake catchments,1
yamal,1
remote sensing data,1
lakes,4
peroxiredoxin,1
protein disulfide isomerase,1
superoxide radical anion,1
integral membrane reductases,1
time series,4
large-scale processing,1
model-driven semantic analyses,1
ogc wps,1
big earth data,1
coinfection,1
diazenylaryl sulfonic acid,1
small molecule inhibitor,1
surface reflection,1
organic thin films,1
x-ray refraction,1
grazing-incidence diffraction,1
x-ray scattering,1
refraction correction,1
multiband,1
melt?spinning,1
skutterudite,1
melt‐spinning,1
credit risk,1
intensity models,1
credit spreads,1
systematic risk,1
sympatric distribution,1
water currents,1
peter the great bay,1
djbp/efcab6,1
dj-1,1
park7,1
sumo-1,1
kündigung,1
personalbedarf,1
business cycle,2
job creation; business cycle; reallocation; persistence,1
personalplanung,1
"11g50, 11r04 (primary) 37p05 (secondary)",1
consonance,1
psychological and cognitive sciences,1
"16y60, 08b05",1
"35k35, 35k65, 35b09, 35q40",1
connective tissue calcium cells,1
ray microprobe analysis,1
midgut gland tubules,1
metallothionein induction,1
marine organisms,1
littorina littorea,1
lipofuscin,1
subcellular-distribution,1
digestive cells,1
level biomarkers,1
helix-pomatia,1
basophilic cells,1
digestive gland,1
quantitative alterations,1
lysosomal structure,1
mytilus-edulis,1
bis(mu-benzylphosphonato)-tetrakis(mu-oxido)-bis(mu-methacrylato)-tetrakis(mu-propan-2-olato)-hexakis(mu-propan-2-olato)-hexa-titanium,1
cr automorphism,2
"32h02, 32h12, 32v05, 32v15, 32v20, 32v35, 32v40",1
32h12,1
32h02,1
32v20,1
32v40,1
"2000 ams : 32h02, 32h12, 32v05, 32v15, 32v20, 32v35, 32v40",1
blow-up,3
32v05,1
32v15,1
nonminimal hypersurface,1
32v35,1
hippocampal theta oscillations,1
olfactory bulb,1
medial prefrontal cortex,1
ventral prefrontal cortex,1
delta oscillations,1
orbitofrontal cortex,1
respiratory rhythm,1
confidence of inference,1
fagales pollen allergy,1
protein remodelling,1
hybrid protein,1
birch pollen allergy,2
allergen-specific immunotherapy,2
south africa,1
elephants,2
sexual dimorphism,1
egbellichnus jordidegiberti igen et isp. nov,1
the vienna basin,1
upper miocene,1
callianassid ghost shrimp,1
flavor physics,1
collider physics,1
physique,4
physique des particules élémentaires,1
beyond the standard model,1
transient interactions,1
rna chaperones,1
proteins that promote rna folding,1
rna folding problem,1
mode of binding,1
[ phys.phys.phys-ao-ph ] physics [physics]/physics [physics]/atmospheric and oceanic physics [physics.ao-ph],1
[ nlin.nlin-si ] nonlinear sciences [physics]/exactly solvable and integrable systems [nlin.si],1
[phys.phys.phys-class-ph]physics [physics]/physics [physics]/classical physics [physics.class-ph],1
