,Counter
:enginyeria química::indústries químiques::química tèxtil [àrees temàtiques de la upc],1
nanofiltració,1
ponds,1
limnology,1
clouds,4
freshwater ecology,1
clustering algorithms,1
surface water,1
lankesterellidae,1
reptile,1
schellackiidae,1
lankesterella,1
schellackia,1
haemococcidia,1
pancreatic neoplasms,1
diet records,1
life style,2
lignans,1
flavonoids,1
proportional hazards models,1
medicina regenerativa,1
adipose,1
transdifferentiation,1
"transplantation, autologous",1
"transplantation, heterologous",1
anemia,2
relaxivity,1
iron oxide nanoparticles,1
superparamagnetic nanoparticles,1
paramagnetic nanoparticles,1
gadolinium,2
hep-th,3
estuaires,1
cuivre,1
oysters,1
argent,1
[sdv.tox.eco]life sciences [q-bio]/toxicology/ecotoxicology,1
huîtres,1
[ sdv.tox.eco ] life sciences [q-bio]/toxicology/ecotoxicology,1
silver,1
estuaries,1
biomarqueurs,1
serological,1
pfr1 recombinant antigen,1
canine,1
time-invariant systems,1
metric-spaces,1
switched dynamic systems,1
cyclic mappings,1
adaptive-control,1
contractive and strictly contractive self-mappings,1
delays,1
discrete-continuous systems,1
proximity points,1
differential-equations,1
non-expansive,1
expansive,1
full papers,1
genome evolution,4
genome sequencing,3
productive traits,1
turbot,1
wireless sensor networks,2
tree topology,1
mesh topology,1
routing topologies,1
cultural heritage,1
no,1
mars,1
observations,1
airglow,1
[phys.astr.ep] physics/astrophysics/earth and planetary astrophysics,1
spicam,1
[sdu.astr.ep] sciences of the universe/astrophysics/earth and planetary astrophysics,1
"33c45, 30e15, 33c10",1
laguerre orthogonal polynomials,1
malaltia d'alzheimer,3
alzheimer?s disease,3
transmissible spongiform encephalopathy,1
amyloid transmission,1
amyloid cytotoxicity,1
prion,1
malaltia de creutzfeldt-jakob,1
prions,1
creutzfeldt-jakob disease,1
16t20,2
chicken,1
c. milii,1
genètica del desenvolupament,2
biologia del desenvolupament,2
s. canicula,1
fin-to-limb transition,1
kinetic constants,1
chemical reaction,2
parameterized metaheuristic schemes,1
mental logic,1
reasoning,1
mental models,1
deduction,1
dual system theory,1
large-eddy simulation,1
eddies--simulation methods,1
turbulence--mathematical models,1
meteorology and atmospheric sciences,1
capa límit (meteorologia),1
turbulència-- models matemàtics,1
meteorologi och atmosfärforskning,1
planetary boundary layer,1
epidemiology of aging,1
health services research,4
health statistics,1
lifecourse epidemiology,1
health care quality,1
clinical epidemiology,1
artificial entities,1
machines,1
natural entities,1
contaminació atmosfèrica,1
smoke,1
passive smoking,1
indoor air pollution,1
exposure markers,1
atmospheric pollution,1
outdoor tobacco smoke,1
contaminació de l'ambient interior,1
secondhand smoke,1
fum,1
evolution and trends,1
approaches to research,1
strategic management,1
tritryps,1
topoisomerases,1
kinetoplastids,1
dna topology,1
"top, dna topoisomerase",1
"vl, visceral leishmaniasis",2
"ngo, non-governmental organization",1
"nls, nuclear localization signal",1
"lk, linking number",1
target-based drug discovery,1
"dalys, disability-adjusted life years",1
invited review,1
"cl, cutaneous leishmaniasis",1
"kdna, kinetoplast dna",1
"ntd, neglected tropical diseases",3
pèptids -- síntesi,1
butyric acids,1
peptides -- synthesis,1
antifungals,1
acylation,1
acids,1
carboxylic acids,1
compostos orgànics -- síntesi,1
organic compounds -- synthesis,1
information theory,2
biological systems engineering,2
patients perspective,1
proactive behaviour,1
communication programs,1
patient-centered care,1
toma de decisiones,2
self efficacy,1
physician?patient relations,1
información a pacientes,1
physician–patient relations,1
brane dynamics in gauge theories,1
field theories in higher dimensions,2
global symmetries,2
habitat preferences,1
population structure,1
phenotypic divergence,1
dispersal,1
cdc42,1
tumor suppressor genes,2
cacna2d2,1
prognostic factor,3
measuring wheel,1
dynamometric wheel,1
tyre/road contact,1
wheel transducer,1
forces measurement,1
"32s15 (primary) 58k60, 32s30 (secondary)",1
head and neck squamous cell carcinoma (hnscc),1
cetuximab,1
alcohol-use disorder,1
comorbidity,3
anxiety disorders,3
co-occurring disorders,1
treatment recommendations,1
ntu game; convex game; bargaining set,1
"ntu game, convex game, bargaining set",1
microbial cell factory,1
metabolic engineering,1
steroid,1
linfócitos b,1
doenças linfoproliferativas,1
[sdv.bdd]life sciences [q-bio]/development biology,2
[ sdv.bdd ] life sciences [q-bio]/development biology,1
gene prediction,2
cap independent translation,1
stem loop,1
family tombusviridae,1
messenger-rna,1
tobacco necrosis virus,1
plant viral rnas,1
satellite tobacco,1
loop interactions,1
waste materials,1
vineyard soil,1
sorption-competition,1
forest soil,1
phosphorus,1
microsatellite repeats/genetics,1
rna/genetics,1
young adult,2
cerebellum/metabolism,1
nerve tissue proteins/genetics,1
dna intergenic/genetics,1
adaptor proteins signal transducing/genetics,1
chromosome segregation/genetics,1
adaptor proteins signal transducing/metabolism,1
hek293 cells,1
base sequence,2
rna messenger/genetics,1
embryonic development/genetics,1
chromosomes human pair 1/genetics,1
nerve tissue proteins/metabolism,1
introns/genetics,1
mutagenesis insertional/genetics,1
pedigree,2
rna messenger/metabolism,1
spinocerebellar ataxias/genetics,1
haplotypes/genetics,1
dna mutational analysis,1
age of onset,1
physical chromosome mapping,1
nonlinear observers design,1
seir epidemic models,1
stars: pre-main sequence,2
stars: individual: ab aurigae,1
"stars: variables: t tauri, herbig ae/be",2
nefropatía diabética,1
nefropatía no diabética,1
ronyons -- biòpsia,1
biopsia renal,1
"curves, elliptic",1
11g18,1
genus three hyperelliptic curves,1
shimura curves,1
14g35,1
shimura varieties,1
varietats de shimura,1
"53a10, 58c40, 83c57",1
physics::general physics,1
chondroitin sulphate,1
hierarchical materials,1
porous materials,1
freeze-casting,1
multi-walled carbon nanotubes,1
"14b05, 13a18, 16w22, 16w70",1
"62m10, 62h25",1
"technical progress, retraining, retirement",1
"fertility, culture, adolescent women",1
jel:z13,3
trace elements,2
motor neuron diseases,3
nails,1
bone and mineral metabolism,3
ra0421 public health. hygiene. preventive medicine,1
hn social history and conditions. social problems. social reform,1
jel:n0,2
hc economic history and conditions,1
contaminació del mar,1
europa,3
cetacea,1
marine pollution,2
cetacis,1
"marine mammals, cetaceans, ecotoxicology, pathology, health",1
cognitive processes,1
laboratory tasks,1
"multistage stochastic mixed 0-1 optimization, scenario clustering, risk averse measures, stochastic dominance constraints",1
scenario clustering,1
multistage stochastic mixed 0-1 optimization,1
risk averse measures,1
stochastic dominance constraints,1
col·lagen,2
structural biology and molecular biophysics,1
sted,1
lineactant,1
collagen export,1
multisubunit tether complex,1
database,1
web application,1
proteopathogen,1
mzidentml,1
eleccions locals,3
local elections,3
federalisme,1
jel:h3,3
federalism,1
"federal budget, double ballot, coalition, list, taxes, expenditure",1
mozambique,3
cultural anthropology,3
moçambic,2
human families,3
medical doctors,2
causes de la mort,3
death causes,1
religion,2
extracellular vesicles characterization,1
mesenchymal stromal cells,1
peer relationships,1
peer nominations,1
neglected status,1
sociometric status,1
holography and condensed matter physics (ads/cmt),4
ads-cft correspondence,2
holography and quark-gluon plasmas,1
chest compression rate,1
automated external defibrillators,2
health-care professionals,1
cpr artifacts,1
american-heart-association,1
human ecg,1
life-support,1
social preferences,2
behavioral economics,2
dictator games,1
cognitive reflection,2
arqueologia,2
història,1
archeology,1
arqueopaleontologia,1
animal tissue,1
1932-6203,1
arqueologia prehistòrica,1
"real business cycle models, endogenous growth, stochastic trends, persistence, capital utilization, dynamic panel data models",1
neuronal cell assemblies,1
multiple testing,1
higher-order correlations,1
spike synchrony,1
spike patterns,1
micb,1
ulbp,2
ants,1
endemism,2
biotic homogenization,1
andalusia,1
refractive surgery,1
excimer laser,1
6th generation,1
migratory species,1
haemoproteus,3
eleonora’s falcon,1
marine habitats,1
leucocytozoon,1
vectors,2
eleonora?s falcon,1
marine habitat,1
junction microarrays,1
gynecologic cancers,1
oncology agents,1
vascular permeability,2
3209 farmacología,1
"hospitalised cases, hospitalised controls",1
influenza vaccination,1
matched case–control,1
preventing hospitalisations,1
elderly individuals,1
[sdu.stu.pe]sciences of the universe [physics]/earth sciences/petrography,1
[ sdu.stu.pe ] sciences of the universe [physics]/earth sciences/petrography,1
cancer predisposing conditions and syndromes,1
clinical trials (cancer treatment),1
w-distance,1
complete quasi-metric space,1
generalized contraction,1
"household income, children, growth incidence curve, eu-silc",1
i32 - measurement and analysis of poverty,1
"d31 - personal income, wealth, and their distributions",1
o15 - human resources ; human development ; income distribution ; migration,1
brief,1
performance-based tests,1
adhd,4
preschool,1
executive functioning,4
alkaliphilic bacteria,1
halab,1
halophilic bacteria,1
olive fermentation,1
adenomatous polyposis,1
polymerase proofreading-associated polyposis,1
68,1
k.4.1,1
computer science - cryptography and security,3
saccharomyces cerevisiae -- metabolisme,2
stabilometry,1
eeg,1
spectral analysis,1
internal friction,1
relaxation,1
single-crystals,1
cu-al-be,1
superelasticity,1
shape memory alloys (sma),1
transformation,1
stress-assisted diffusion,1
unpredictable environments,1
ecologia espacial,1
survival probabilities,1
:desenvolupament humà i sostenible [àrees temàtiques de la upc],1
environmental variability,1
stochastic models,1
hybrid strategies,1
evolutionary strategies,1
hedging strategies,1
models estocàstics,1
spatial ecology,1
population sizes,1
spatial dimension,1
àrees temàtiques de la upc::desenvolupament humà i sostenible,1
info_cg] computer science/computational geometry [[info],1
stop location,1
ip formulation,1
realistic traveling time,1
[info.info-cg]computer science [cs]/computational geometry [cs.cg],1
[info.info-cg] computer science/computational geometry,1
info_cg] informatique/géométrie algorithmique [[info],1
spontaneous extension of a model,1
partial modelling activity,1
nonauthentic drug metabolism model,1
non- authentic drug metabolism model,1
graphics,1
one-sided limits,1
bis(mu~2~-diphenylphosphanyl)-bis(eta^5^-cyclopentadienyl)-carbonyl-((4-methylphenyl)imido)-hydrido-di-tungsten tetrafluoroborate,1
550,1
accurate perturbation theory,1
antioxidant defenses,1
brassica oleracea capitata,1
brassica oleracea acephala,1
chlorophyll content,2
extreme temperatures,1
portal hypertension,1
neurological signaling,2
signaling in selected disciplines,1
chloroplastic,1
cytosolic,1
knockout mutants,1
sucrose.,1
fructose-1,1
6-bisphosphatase,1
starch,1
tumor angiogenesis,2
stars: atmospheres,1
stars: magnetic field,1
stars: individual: hd 54879,1
stars: evolution,1
glycogenolysis,1
myotubes,1
mcardle disease,1
glycogen phosphorylase,1
sodium valproate,1
biología molecular de microorganismos,1
2415.01 biología molecular de microorganismos,1
2407 biología celular,1
2414.10 micología (levaduras),1
stars: protostars,1
melnikov integrals,1
equacions diferencials ordinàries,2
"37j40, 70h08",1
numbers of constant type,1
splitting of separatrices,1
47b07,1
47g99,1
47b20,1
"scoring rules, risk aversion, field experiment",1
jel:c93,1
jel:d81,3
ex vivo,1
transfer-noesy,1
transient interactions,1
molecular biosciences,3
protein–carbohydrate interaction,1
std-nmr,2
symmetry enhancing,1
string theory,1
double field theory,1
dualities,1
original contributions,1
grupos finitos,1
"20c05, 16s34",1
grupos simples,1
anéis de grupos,1
teoria dos grupos,1
pan-genome,2
pathogens outbreaks,1
24,1
collective decisions,1
collective behaviour,2
panic,1
1004,1
life sciences–mathematics interface,1
col-0,1
cytosolic rogfp1,1
mitochondrial rogfp1,1
leaf redox status,1
ascorbate,1
"recovery,vtc2",1
doenças de von willebrand,1
doenças de von willebrand/genética,1
gamma-ray burst: general; gamma-ray burst: individual: grb 130427a,1
e2f1,1
v-atpase,1
osteostatin,1
parathyroid hormone-related protein,1
bone biology,1
antioxidant activity,2
10,1
etiology,1
life expectancy,1
diuretics,1
statins,3
economics - econometrics,1
spectrometer,1
optical antennas,2
cultiu cel·lular,1
nanosafety,1
nanotoxicologia,1
in vitro methods,1
nanomaterials,4
nanotoxicology,1
cell immortalization,1
hnsc,1
molecular mechanisms,1
v-myc,1
alkaline phosphatase,1
genetic markers,1
políticas públicas,1
prevención,2
evaluación,1
public policy,1
investigació qualitativa,1
sociometric analysis,1
managers,1
three-dimensional,2
dystrophic neurites,1
two-photon microscopy,1
fib/sem microscopy,1
protein interaction mapping,1
behavioral research,1
interference,1
jel:e21,5
"aspirations, saving, bequests",1
comorbidities,1
interval cancer,3
persistent pain,1
diversification,2
weight lifting,1
muscle weakness,1
exercise is medicine,1
rhabdomyolysis,1
muscle atrophy,1
glycogenosis,1
star formation [galaxies],6
perceptual or memory primitives,1
bayesian learning,1
rule-learning,1
artificial grammar learning,1
edges,1
adaptive bayesian filtering,1
traitement des images,1
intelligence artificielle,2
synthèse d'image et réalité virtuelle,1
[ info.info-ti ] computer science [cs]/image processing,3
vision par ordinateur et reconnaissance de formes,1
tracking,1
noise statistics estimation,1
innovations,1
gaussian sum filter,1
[ info.info-gr ] computer science [cs]/graphics [cs.gr],1
[info.info-ti]computer science [cs]/image processing [eess.iv],3
traitement du signal et de l'image,1
[info.info-gr]computer science [cs]/graphics [cs.gr],1
"submillimeter: general, galaxies: jets, galaxies: individual(arp 220), galaxies: active, galaxies: ism",1
sodium tungstate,1
antiplatelet agents,1
protein tyrosine phosphatase 1b,1
platelet adhesion,1
"bis(2-(((1,5-dimethyl-3-oxo-2-phenyl-2,3-dihydro-1h-pyrazol-4-yl)imino)methyl)-6-methoxyphenolato)-copper(ii) acetonitrile solvate",1
process evaluation,1
hnscc,1
serpine1,1
tumor growth,2
physics - atomic and molecular clusters,1
bio-barcode assay,1
superparamagnetic iron oxide nanoparticles,1
nano review,3
computer science - computation and language,4
household production ; marketization ; structural transformation,1
jel:o3,1
continued fractions,1
power series,1
numerical quadrature,1
recurrence relations,1
marcum's q-function,1
special functions,1
paleozoology,2
purinergic receptors,1
neuron?glia interactions,1
axongrowth,1
neuron–glia interactions,1
neuron-glia interactions,1
axon growth,1
neuron–gliainteractions,1
axon,1
neuron-glia interaction,1
jel:d79,1
jel:h79,1
consensus indexes; sociopolitical consensus; direct democracy.,1
multisensory integration,1
synchrony judgments,1
audiovisual speech,1
perceived onset,1
non-compacted cardiomyopathy,1
computing application,1
left ventricle,1
automatic quantification,1
trabecules,1
vesicles,4
fish welfare,1
non-linear signal processing,1
biological warning systems,1
fish monitoring,1
vdp::landbruks- og fiskerifag: 900::fiskerifag: 920,1
non-invasive monitoring,1
the 3rs,1
intelligent aquaculture,1
vdp::agriculture and fishery disciplines: 900::fisheries science: 920,1
neuron signature,1
multicoding,1
local contextualization,1
self-organizing neural network,1
local discrimination,1
processing based on signal discrimination,1
processing base on signal discrimination,1
rossby wave-breaking,1
extra-tropical cyclones,1
explosive cyclogenesis,1
north atlantic oscillation,1
jet stream,1
c. elegans,1
oxidants,1
redox homeostasis,1
coenzyme q,1
leishmaniosi,1
eastern pyrenees,1
isoenzymatic characterization,1
phlebotomus ariasi,1
gos,1
protozoan diseases,1
protozoosi,1
pirineus,1
p. perniciosus,1
"12h05, 34m15, 34a26",1
genetic diversity and evolution,1
inhibition,2
rna interference,2
escape,1
clinical behaviour,1
resistance to therapy,1
gasdermin b,1
her2-positive breast cancer,1
predictive biomarker,1
"planetary systems; stars: fundamental parameters; stars: individual (epic 201295312, epic 201546283, epic 201577035); astronomy and astrophysics; space and planetary science",1
zirconia implants,1
al-tzp,1
in vivo study,1
ce-tzp,1
"ce-tzp, al-tzp",1
ceramic implant,1
nanocomposite,1
adaptive control charts,1
ewma,1
average run length,1
statistical process control,1
ldl receptor,1
acat1,1
cd36,1
cholesteryl ester,1
scarb1,1
real-time,1
cots,1
[ info.info-es ] computer science [cs]/embedded systems,1
[info.info-es]computer science [cs]/embedded systems,1
pan traps,1
agro–ecosystems,1
sweep net,1
arthropod surveys,1
bait traps,1
dose increase,1
infliximab,3
clinical efficacy,1
síndrome metabòlica,1
hàbits alimentaris,1
monte carlo simulator,1
conductive filament (cf),2
structure evolution,1
extraversion,1
quality of social relationships,1
emotion regulation ability,1
pc194,1
co-integrate,1
erm(t)-caddx,1
is 431,1
rolling-circle replication,1
urticària,1
cell- and tissue-based therapy,1
cd31,1
cell culture techniques,1
cell transdifferentiation,1
nude,1
peripheral vascular diseases,1
"30e15, 30b10, 30a84",1
pharmacodynamics,1
analgesia,1
anesthesia,1
ventilatory support,1
pediatric critical care,1
patent-ductus arteriosus,1
pharmacokinetics,5
juvenile pigs,1
continuous-infusion fentanyl,1
dose fentanyl,1
anesthesiology,1
preterm infants,1
chest-wall rigidity,1
pediatric anesthesiology,1
responses,1
clinical pharmacology,1
veterinary pharmacology,1
"11r04, 11y40, 14g15, 14h05",1
arterial chemoreceptorss,1
fernando de castro,1
transduction cascade,1
neurofisiología,1
fernado de castro,1
carotidbody,1
arterial chemoreceptors,1
outcome game form; completely mixed nash equilibrium; generic finiteness,1
chemotherapy and drug treatment,1
invertebrate genomics,2
proton channels,1
nucleons,1
cations,3
protons,1
viral genomics,2
animal genomics,3
viral packaging,2
"gef, guanine nucleotide exchange factor",1
"big, brefeldin a-inhibited guanine nucleotide-exchange",1
"gbf, golgi-specific brefeldin a resistance factor",1
gbf/gea-subfamily,1
fungal secretion,1
golgi arf1-gefs,1
"bfa, brefeldin a",1
"sec7d, sec7 domain",1
"arf gtpases, adp-ribosylation-factor gtpases",1
"phosbp, pleckstrin homology domain of the oxysterol binding protein",1
big/sec7-subfamily,1
minimal hepatic encephalopathy,1
liver failure,2
prolyl oligopeptidase,1
bacillus thuringiensis,1
cry proteins,1
binding assays,1
bioassays,1
resistance management,1
"ffa, free fatty acids",1
"gsh, glutathione",1
"sh, steatohepatitis",1
"asmase, acid sphingomyelinase",1
"mrc, mitochondrial respiratory chain",1
"mgsh, mitochondrial gsh",1
"sod, superoxide dismutase",1
"nafld, nonalcoholic fatty liver disease",1
"oxphos, oxidative phosphorylation",2
"tnf, tumor necrosis factor.",1
"tg, triglycerides",1
"ald, alcoholic liver disease",1
"ah, alcoholic hepatitis",1
"er, endoplasmic reticulum",1
mitochondrial respiratory chain,2
mitochondrial gsh,1
acid sphingomyelinase,1
"ash, alcoholic steatohepatitis",1
mitochondrial cholesterol,1
"nash, non-alcoholic steatohepatitis",1
"cyp2e1, cytochrome p450 2e1",1
employment (economic theory),1
occupational mobility,1
gross domestic product,1
jel:o47,3
"structural change, non-homothetic preferences, labor mobility .",1
mobilitat laboral,1
labor mobility,1
producte interior brut,1
sun: magnetic fields,1
sun: chromosphere,1
"14m25 (primary) 14g40, 52a41 (secondary)",1
entry,1
welfare analysis,1
de mand estimation,1
:economía y empresa [materias investigacion],3
hotelling,1
vampirovibrio,1
antibiotic consumption,1
cystic fibrosis lung microbiota,1
predator bacteria,1
bdellovibrio,1
caspase-8,2
pathology section,2
research paper: pathology,2
necroptosis,1
sub-supersolution method,1
kirchhoff equation,1
"45m20, 35j25, 34b18",1
comparison principle,1
"47b38, 46g10, 46e30, 46b42",1
reference values,1
glucose variability,1
continuous glucose monitoring,1
methyltransferases,1
chromatin-modifying enzymes,1
hdac,2
"cap-and-trade systems, auctions, grandfathering, market power, bayesian games of incomplete information.",1
adult sheep,1
microsatellite-based studies,1
moesm 3,2
snp chip-based studies,1
snp associations,1
65d20,1
jel:c00,1
"spectral analysis, time series, non-stationarity, frequency domain, pseudo-covariance function, linear stochastic difference equations, rigged hilbert space, partial inner product, extended fourier transform.",1
microbial cooperation,1
net-positive species,1
microbial fitness,1
social behavior,2
microbial interactions,1
high throughput,1
hiv reports,1
el salvador,2
microcystis,1
microcystin,1
lindane,1
feeding behavior,1
prey capture,1
análisis conjunto,1
experiments in blocks,1
experimentos en bloques,1
factorial designs,1
box-behnken designs,1
conjoint analysis,1
diseño factorial,1
diseño box-behnken,1
market research,1
estudios de mercado,1
"6-bromo-2-(2-furyl)-3-(prop-2-yn-1-yl)-3h-imidazo[4,5-b]pyridine",1
i.2.7,1
h.3.1,1
scratching,1
central pattern generator,1
traveling waves,1
dorsal horn neurons,1
regression-based decomposition.,1
"co2 emissions, international emissions inequality, regression-based decomposition",1
emissions inequality,1
co2 emissions,1
models economètrics,1
504 - ciències del medi ambient,1
distribució (teoria econòmica),1
energia -- aspectes econòmics,2
autonomous navigation,1
hidden echo detection,1
hidden echo time of flight,1
robotics,2
overlapping echoes,1
accurate time of flight,1
computersystemsorganization_special-purposeandapplication-basedsystems,3
airborne ultrasounds,1
dynamic response model,1
fitopatología,1
antracnosis,1
article addendum,1
transferencia horizontal de genes,1
"agricultura, silvicultura y pesca",1
ciencias agrícolas,1
proteina efectoras,1
cpls,1
subtilisin,1
corticofugal projection,1
caudal spinal trigeminal nucleus,1
insular cortex,1
principal trigeminal nucleus,1
corticofugal projection.,1
adenomas,1
nonpolyposis colorectal-cancer,1
cancer prevention,2
msh2 mutation,1
mismatch repair,1
mutation carriers,2
cancer syndromes,1
colonoscopy,1
mixed-valent compounds,1
electronic structure,2
donor–acceptor systems,1
epr spectroscopy,1
proteinuria,1
histologia,1
biòpsia,1
ph regulation,2
cation/proton antiporter,1
core residues,1
yeast expression,1
structure modeling,1
follicular dendritic cells,1
bemisia tabaci,1
aphids,1
thermal properties,1
heat treatment,1
infectious disease epidemiology,3
serology,4
serodiagnosis,2
"marginal tax rates, laffer curve, consumption taxes, tax revenue, tax behaviour,",1
xylem,1
alepski bor,1
udc:630*81:630*11(045)=111,1
temporate environment,1
mediterranean environment,1
pinus sylvestris,1
mediteransko podnebje,1
svetlobna mikroskopija,1
scots pine,1
kambij,1
temperate environment,1
ksilem,1
zmerno podnebje,1
cambium,1
transmisijska elektronska mikroskopija,1
rdeči bor,1
physics - space physics,1
clinical trial,1
ultrasonic cavitation,1
bubble structure,1
method validation,1
aigües residuals -- indústries,1
:enginyeria tèxtil ::fabricació tèxtil::tintura [àrees temàtiques de la upc],1
dye baths,1
hexacyanoferrate titration,1
spectrophotometric,1
effluent,1
indigo dye,1
espectrofotometria,1
indigo,1
sewage,1
"12f05, 51m15",1
food animals,1
small animals,1
equine,1
oncolytic adenoviruses,1
carriers,1
seaska,1
bilinguisme,1
[ shs.langue.socio ] humanities and social sciences/linguistics/domain_shs.langue.socio,1
école primaire,1
[shs.langue.socio]humanities and social sciences/linguistics/domain_shs.langue.socio,1
enseignement du basque,1
basque (langue),1
français (langue),1
didactique des langues,1
physics institute,1
530 physics,5
routing algorithms,1
coloured petri nets,1
"heterogeneidad, mercados de trabajo locales, análisis cluster, movilidad, duración del desempleo.",1
parets cel·lulars vegetals,1
virulence (microbiology),2
mycobacteria,2
smooth morphotypes,2
cords,2
rough morphotypes,2
virulència (microbiologia),2
pulmonary diseases,1
trehalose polyphleates,1
micobacteris,1
malalties dels pulmons,1
clumps,2
mycobacterium abscessus,2
immunoglobulin,1
pyrosequencing,3
opsonization,1
16s rrna,1
enzyme chemistry,2
metabòlits--experiments,1
metabolites--computer simulation,1
metabòlits--simulació per ordinador,1
metabolites--experiments,1
:matemàtiques i estadística::investigació operativa::simulació [àrees temàtiques de la upc],2
drug metabolism,1
biologia de sistemes,1
àrees temàtiques de la upc::matemàtiques i estadística::investigació operativa::simulació,2
remodeling,2
antagomir,1
emotional stroop task,1
math anxiety,1
attentional bias,1
amygdala,2
fear extinction,1
retrograde labeling,1
editor's choice,1
calbindin,1
geographical indication,1
merlot,1
appellation of origin,1
partial least squares discriminant analysis,1
cabernet sauvignon,1
terroir,1
grapes,1
pedigree information,1
strategie,1
dairy-cattle;linkage disequilibrium;conservation program;pedigree information;selection;prediction;deficiency;depression;strategie;diversity,1
deficiency,1
conservation program,1
dairy-cattle,1
"bis(mu-benzo[h]quinolin-10-yl)-bis(pentafluorophenyl)-bis(2,6-dimethylphenyl isocyanide)-bis(perchlorato)-di-platinum-silver",1
spacetime topology,1
misner space,1
g-boundary,1
92b05,1
"22e40, 20f65, 53c35",1
proportional loading,1
fatigue crack growth,1
efficiency; auctions; mechanism design; two stage mechanisms;,1
amides,1
ethylene,3
viroids,1
predictive toxicology,1
antitoxins,1
immunology and microbi­ology section,1
thymic atrophy,1
interleukin-6,1
glucocorticoids,1
trypanosoma cruzi infection,1
propensity score,1
causality in education,1
bart models,1
planets and satellites: atmospheres,1
binaries: eclipsing,1
planets and satellites: individual: wasp-80b,1
brown dwarfs,2
stars: late-type,2
hertzsprung-russell and colour-magnitude diagrams,1
520 astronomy,1
pseudomonas infections,1
microbial mutation,1
mechanisms of resistance and susceptibility,1
anatomía ocular,2
genética médica,1
oftalmología,2
"mci, mitochondrial complex i",1
adrenal medulla,1
"h2o2, hydrogen peroxide",1
"o2, oxygen",1
"po2, oxygen tension",1
reactive oxygen species (ros),1
"am, adrenal medulla",1
"mpp+, 1-methyl-4-phenylpyridinium",1
peripheral chemoreceptors,1
mitochondrial complex i,2
"cb, carotid body",1
"th, tyrosine hydroxylase",1
acute oxygen sensing,1
"mcii, mitochondrial complex ii",1
"mciii, mitochondrial complex iii",1
"etc, electron transport chain",3
pyridine nucleotides,1
"mciv, mitochondrial complex iv",1
"qh2, ubiquinol",1
genetics of the immune system,1
immunity to infections,2
kir2dl2/3 alleles,1
kir genotypes,1
pegylated interferon plus ribavirin,1
chronic hcv-infected patients,1
hepatitis,4
infectious hepatitis,3
aba,1
wound-healing periderm.,1
fht promoter,1
bahd suberin feruloyl transferases,1
potato periderm,1
cell wall suberization,1
phellogen,1
preen gland,1
haemosporidian parasites,1
n/a,1
elliptical and lenticular [galaxies],1
blastocystis,1
intestinal protozoa,1
metronidazole,1
gastrointestinal symptoms,1
weight concern,1
balearic islands,2
body image,2
pisciculture,1
piscicultura,1
aliments -- aspectes nutritius,1
oxidative phosphorylation,1
starvation,1
diet composition,1
self-avoiding walks,1
topology,1
ice,1
activity reverberation,1
subthreshold oscillations,1
cerebellar research,1
sink-source phenomena,1
multifunctional neural networks,1
spike wave fronts,1
electrical coupling,1
source-sink phenomena,1
rhythm coordination and encoding,1
cerebellar circuits,1
"35k85, 49s05, 65z05, 74c05, 74m15, 74r20",1
intravenous iron,1
t2* sequence,1
systolic heart failure,1
iron deficiency,2
hypoxia‐inducible factor,1
erythropoietin,1
chip-exo,1
gro,1
sus1,1
saga,1
complex planes,1
eigenenergies,1
particle beam dynamics,1
driving field,1
cities,1
sociology of art,1
artistas,1
posfordismo ? sociología del arte,1
artists,2
mercado,1
posfordism,1
barrios urbanos,1
ciudades,1
earth and planetary sciences (miscellaneous),3
218 environmental engineering,1
221 nanotechnology,2
214 mechanical engineering,1
114 physical sciences,2
molecular detection,1
conformational landscape,1
trna dynamics,1
protein synthesis,4
structure,1
image analysis,1
single photon emissions computed tomography,1
prepulse inhibition.,1
mental disorder,1
prepulse inhibition,2
lévy process,1
α-stable distributions,1
animal movement,1
importance sampling,1
bayesian inference,3
post-traumatic cognitions,1
terrorism,2
indirect-direct exposure,1
(mu3-diphosphido)-(mu2-bis(cyclohexyl)phosphido)-tetracarbonyl-tris(eta5-cyclopentadienyl)-iron-di-molybdenum toluene solvate,1
34,1
35,1
urethane,1
dhpn,1
retinoblastoma family,1
polyalanine,1
gens humans,1
low-complexity region,1
phox2b,1
residential child care,1
school functioning,1
unaccompanied migrant children,1
school integration,1
formación de profesores,2
matemática,1
educational quality,1
análisis didáctico,2
didactical analysis,2
educació secundària,1
quality criteria.,1
qualitat de l'ensenyament,1
quality criteria,1
matemàtica,2
formació del professorat,1
criterios de calidad,1
criterios de calidad.,1
metacyclogenesis,1
abc transporters,1
rgb-d,1
gesture recognition,1
depth sensors,1
collserola,1
apodemus sylvaticus,1
quercus ilex,1
quercus pubescens,1
seed predation,1
sus scrofa,1
calcifuge,1
iron chlorosis,1
root proton extrusion,1
iron reductase activity,1
biological invasions,1
long‐term adaptation,1
global change,1
cysts,1
sediment core,1
long-term adaptation,1
pequeñas ciudades,1
economía de la cultura,1
l80,1
small towns,1
cultural economy,1
cultural clusters,1
z10,1
áreas extra-metropolitanas,1
clústeres culturales,1
extra-metropolitan areas,1
geografía,1
observatory,2
hawc,1
computer science - robotics,4
seeds,5
sorghum bicolor.,1
sorghum bicolor,1
monoubiquitination,1
germination,1
phosphoenolpyruvate carboxylase,1
future teachers,1
mathematical quality,1
professional development,1
brain tumor,1
