,Counter
langendorff heart,1
cardiovascular research,1
b‐type natriuretic peptide,1
applications notes,6
kuolleisuus,1
job control,4
ammattiryhmä,1
occupational groups,1
työn rasittavuus,1
314,2
job demand,1
job strain,6
1716,7
efficiency,3
polymer solar cells,1
degradation,1
fill factor,1
photoinduced absorption spectroscopy,1
pathology and forensic medicine,4
permdisp,1
permanova,1
algae,4
chemotaxonomy,1
biomolecules,1
freshwater,1
"42b25, 42b35",1
vdp::matematikk og naturvitenskap: 400::zoologiske og botaniske fag: 480::etologi: 485,1
vdp::mathematics and natural science: 400::zoology and botany: 480::ethology: 485,1
input function,1
mesh: blood flow velocity,1
mesh: sensitivity and specificity,2
"mesh: image interpretation, computer-assisted",1
[sdv.ib.mn] life sciences/bioengineering/nuclear medicine,1
mesh: reproducibility of results,1
h215o,1
mesh: algorithms,1
mesh: hepatic artery,1
mesh: water,1
hepatic blood flow,1
clinical care/education/nutrition/psychosocial research,4
(e)-7-(pyren-1-yl)hept-6-enoic acid,1
risky drinking,1
trajectory,1
plant genomics,1
plant genetics,2
motors of innovation,1
sustainability transitions,1
energy efficiency,1
technological innovation system (tis),1
policy mix,1
innovation policy,1
gaussian isoperimetric inequality,1
49q20,1
quantitative estimates,1
60e15,3
lightning,1
atmospheric composition and structure,1
atmospheric electricity,1
composition and chemistry,1
meteorology and atmospheric dynamics,1
middle atmosphere,1
citrus pulp,2
saccharomyces cerevisiae,8
rg1-991,6
gynecology and obstetrics,6
commentary,3
[shs.edu] humanities and social sciences/education,1
computer-supported collaborative inquiry learning,2
[info.eiah] computer science/technology for human learning,1
classroom script,2
help-seeking process,2
superconductivity,4
strongly correlated systems,1
nephrology,2
chemokine receptors,1
chemokines,1
neutrophils,2
bone marrow chimeric mice,1
"primary 30j05, 30j10, secondary 30h10",1
statistics::theory,1
[ info ] computer science [cs],4
68r10,1
g.2.2,4
location-based services (lbss),1
cycling,1
big data,2
transportation,4
ecology/plant-environment interactions,1
ecology/environmental microbiology,1
ecology/theoretical ecology,1
hydrocephalus,1
karvatuppi,1
wnt signalointi,1
suonipunos,1
kollageeni xviii,1
elektronimikroskopia,1
choroid plexus,1
munuaisvika,1
podocytes,1
vesipää,1
podosyytti,1
kidney defects,1
tyvikalvo,2
surface charge,1
nanomedicine,2
cellular internalization,1
rod-shaped particles,1
37b15,1
"65c05, 62m07 (primary), 62c07 (secondary)",1
tree reconstruction,1
24,1
leaf distribution,1
quantitative structure model,1
qa,1
1004,1
leaf insertion,1
ge,1
laser scanning,3
coronary stenosis,1
computed tomography,3
meniscus,1
contrast agent,2
"35r30, 58j50, 57r18",1
resonance interaction,1
substituent effect,1
2-phenacylbenzoxazole,1
tautomerism,1
quantum-chemical calculations,1
nmr,2
hydrogen bond,2
population density,1
population size,2
the journal of gerontology: medical sciences,1
injurious falls,1
mrna decay,1
sirna bodies,1
stress granules,1
plant viruses,1
nonsense mediated mrna decay,1
processing bodies,1
neuroinflammation,2
aneurysmal subarachnoid hemorrhage,1
inflammatory response,2
il-6,1
hmgb1,1
phloem transport,1
xylem transport,1
nitrogen allocation,1
metabolic scaling,1
carbon allocation,1
pipe model,1
r855-855.5,2
r895-920,1
medical technology,2
medical physics. medical radiology. nuclear medicine,1
colonization simulation,1
mitogenome,1
domestication,1
fast track,1
ql,1
wild ancestor,1
ffa,1
special issue: research report,1
ofa,1
face feature,1
face processing,1
dmft,1
somatic copy number analysis,2
loss of heterozygosity,2
mills manipulation,1
neurodynamics,1
radial nerve,1
tennis elbow,1
nociceptive flexion reflex,1
[info.info-ts]computer science [cs]/signal and image processing,5
[stat.ml]statistics [stat]/machine learning [stat.ml],1
[info.info-mm]computer science [cs]/multimedia [cs.mm],2
superconductor,1
nonequilibrium dynamics,1
recurrent sequence,1
integer matrix,1
positivity problem,1
"european rural development network, erdn, networks, rural expertise, rural research, social capital, agricultural finance, international development, political economy,",1
effective population size,2
efektiivinen populaatiokoko,1
private alleles,1
rodent cycles,1
populaatiosykli,1
geneettinen monimuotoisuus,1
allelic richness,1
immunodeficiency viruses,1
physical function,3
post-menopausal,1
twin design,1
epigenetic clock,2
phonics,1
reading intervention,1
grapheme-phoneme correspondence,1
english language learners,1
computer-assisted learning,1
india,1
grapholearn,1
oncology/breast cancer,2
disease-causing mutations,1
cell compartments,1
prediction method,1
protein localization prediction,1
electrochemistry,2
psyc,2
rc648-665,5
diseases of the endocrine glands. clinical endocrinology,5
magnetic fields [sun],5
8650,1
3100,1
discontinuation,1
"discontinuation, statins, adherence, acute coronary syndromes, acute myocardial-infarction, long-term persistence, clinical-implications, secondary prevention, elderly patients, therapy, adherence, nonadherence, population",1
particle physics - phenomenology,10
dna-polymerases,1
complete genome sequence,1
escherichia-coli,1
promotes horizontal dissemination,1
lactococcal plasmid pnp40,1
bacillus-subtilis,1
staphylococcus-aureus,1
fluoroquinolone resistance,1
sampling frame,1
eligibility,1
medizin,1
incentives,1
health examination survey,1
response,1
participation rates,1
sample size,2
diblock copolymers,2
nanostructures,1
middle aged.,1
health behaviors,2
auxin,3
lesion mimic mutants,3
salicylic acid,5
reactive oxygen species,6
programmed cell death,3
jasmonic acid,5
enzyme chemistry,3
lipid profiles,1
glycerides,1
biochemical activity,1
lipid mediators,1
prostaglandins,1
endocannabinoids,1
long-lasting phosphorescence,1
"materials science, multidisciplinary",1
dy,1
thermoluminescence,1
optics,3
luminescência,1
terras raras,1
ca,2
sr,1
ba,1
vancouver,1
sperm competition,3
colorado,1
drosophila montana,3
post-copulatory sexual selection,1
immunomodulation,2
lipoprotein metabolism,1
oral medicine,5
oral diseases,3
macromolecules,3
plant growth and development,2
root growth,1
forest ecology,3
cytology,6
qh573-671,6
synthetic sterol,1
computer simulation,2
climate effects,2
greenhouse gasses,1
bioenergi,1
"økosystemer, klimaeffekter, drivhusgasser",1
bio energy,1
sequence assembly tools,1
genotyping,2
human genomics,2
dna library construction,1
genomic library construction,1
negation,2
complementation,2
poly(adp-ribose) polymerases,1
sirtuins,1
nad+,1
dormancy,1
waterlogging,1
root,1
"[ sdv.sa.sf ] life sciences [q-bio]/agricultural sciences/silviculture, forestry",3
"30c65 (primary) 57m12, 30d05, 20h15 (secondary)",1
chromatography,3
inborn errors of metabolism,1
rna analysis,1
neonates,1
type 2 diabetes risk,1
nucleic acid analysis,1
precursors of type 2 diabetes,1
hyperglycemia,1
gestational diabetes,6
diet and type 2 diabetes,1
animal studies,1
type 2 diabetes,6
asymptotic analysis,3
relative scattering matrix,1
energy identities,1
invisibility,2
non-scattering wavenumbers,1
interior transmission problem,1
constans,1
growth and development,1
flowering locus t,1
photoperiod,2
runner,1
reproduction,3
lactobacillus spp.,1
vaginal microbiota,1
postpartum,1
16s rrna gene,1
spotlight,1
gardnerella vaginalis,1
[ sdv.mp ] life sciences [q-bio]/microbiology and parasitology,2
58j32,1
individual: 4u 1724?307 [x-rays],1
ray cells,1
rna integrity,1
xylem fibers,1
tracheids,1
protocols,1
laser capture microdissection,1
cryosection,1
suspended graphene,1
electron-phonon scattering,1
flexural phonon,1
"engineering, computing & technology",1
vegetal biology,1
agriculture & agronomy,1
agriculture & agronomie,1
changement climatique,1
biologie végétale,1
adaptation to the environment,1
sciences informatiques,1
sciences agricoles,1
wheat,2
sciences du vivant,1
blé,1
grain protein,1
climate change adaptation;climate change impact;food security;grain protein;wheat,1
adaptation au milieu,1
[sdv.sa]life sciences [q-bio]/agricultural sciences,1
climate change adaptation,1
global change,2
food security,1
climate change impact,1
"ingénierie, informatique & technologie",1
"44a12, 53a35, 58j90, 58c99",1
quantitative biology - tissues and organs,1
"92c50, 92c55",1
barley,1
cultivar response diversity,1
agroclimatic indicator,1
crop simulation model,1
computers in earth sciences,5
culture experiments,1
phenotypic variability,1
phycotoxins,1
co2,3
motor cortex,2
brain rhythms,1
imitation,1
can] life sciences/oncology [[sdv],1
can] sciences du vivant/cancérologie [[sdv],1
"antigens, cd44 [mesh]",1
mesh: brca2 protein,1
breast [mesh],1
genetic predisposition to disease [mesh],1
heterozygote [mesh],1
"receptors, estrogen [mesh]",1
mesh: protein-serine-threonine kinases,1
mesh: genetic predisposition to disease,2
extracellular matrix proteins [mesh],1
mesh: heterozygote,1
"cell line, tumor [mesh]",1
mesh: breast neoplasms,3
mesh: cell polarity,1
brca2 protein [mesh],1
regulació genètica,1
"genes, brca1 [mesh]",1
mesh: epithelial cells,1
"mesh: receptors, estrogen",1
"mesh: cell line, tumor",1
protein-serine-threonine kinases [mesh],1
mesh: brca1 protein,1
mesh: breast,1
brca1 protein [mesh],1
genotype [mesh],1
microtubules [mesh],1
[ sdv.can ] life sciences [q-bio]/cancer,1
hela cells [mesh],1
mesh: genetic variation,1
càncer de mama,2
breast neoplasms [mesh],2
mesh: genotype,1
[sdv.can]life sciences [q-bio]/cancer,2
mama -- càncer -- aspectes genètics,1
genetic variation [mesh],1
mesh: hela cells,1
cèl·lules epitelials,1
mesh: microtubules,1
cell polarity [mesh],1
oncogens,1
mesh: extracellular matrix proteins,1
epithelial cells [mesh],1
"mesh: antigens, cd44",1
oncogenes,1
"mesh: genes, brca2",2
"mesh: genes, brca1",1
mama -- càncer -- aspectes moleculars,1
"genes, brca2 [mesh]",1
substance use,1
retrospective,1
psychiatric diagnosis,1
parallel evolution,2
gene co-expression network,1
social insects,1
caste differentiation,1
magnetic domains,1
magnetic anisotropy,1
multiferroics,1
diabetes and endocrinology,2
1688,4
1696,1
poisson equation,1
sobolev inequality,1
moser–trudinger inequality,1
riesz potential,1
"31c25, 31c45, 35b33, 35b65",1
curvature,1
statistics::machine learning,4
database searching,2
phosphoproteomics,2
data processing and analysis,1
lc-ms/ms,1
th] statistiques/théorie [[stat],1
discontinuous dynamics,1
[math.math-st]mathematics [math]/statistics [math.st],1
[ math.math-st ] mathematics [math]/statistics [math.st],1
info_mo] computer science/modeling and simulation [[info],1
math_st] mathematics/statistics [[math],1
[info.info-mo]computer science [cs]/modeling and simulation,2
math_st] mathématiques/statistiques [[math],1
th] statistics/statistics theory [[stat],1
controlled markov chain,1
info_mo] informatique/modélisation et simulation [[info],1
[stat.th]statistics [stat]/statistics theory [stat.th],1
state-dependent noise,1
62l20,1
ekologi,2
miljövetenskap,1
mesh: odds ratio,4
mesh: age factors,2
mesh: questionnaires,3
mesh: psychiatric status rating scales,2
mesh: community health planning,1
mesh: social support,2
mesh: anxiety,1
mesh: young adult,7
bioinformatics and systems biology,1
other physics topics,1
modelling,1
artefacts,1
log-normal distribution,1
broken stick,1
bioinformatik och systembiologi,1
annan fysik,1
3'end of transcripts,1
antimicrobial,2
greenhouse gases,3
aphodius fossor,1
insect,2
essential biomolecules,1
food web,1
nutritional quality,1
compound‐specific stable isotopes,1
individual: pg 1553+113 [bl lacertae objects],2
78.30.-j,1
glass,2
81.16.dn,1
sers,2
reactive diffusion,1
silver island film,1
78.67.sc,2
integriinit,1
regulatory proteins,6
riam,1
cell movement signaling,1
phosphoinositide signal transduction,1
gtpase signaling,1
sitoutuminen,1
"46b20, 46m07, 46b10, 03h05",1
"41a05, 41a10 (primary)",1
plant pathogen,1
regulation,2
hyperparasite,1
molecular detection,1
15,2
thioredoxin,2
part i: short-term adaptive responses in chloroplasts,1
redox network,1
204,3
environmental signals,1
decarboxylase,1
cinnamic acid,1
pad1,1
s. cerevisiae,1
styrene,1
stars: protostars,2
"gene regulation, chromatin and epigenetics",3
crackling noise,1
crack growth,1
waiting time distributions,1
avalanche dynamics,1
earthquake,1
cartilage injury,2
high frequency ultrasound,1
transpososome,1
transposon technology,1
transposition activity measurement,1
phage mu,1
ccdb gene,1
surgical complications,1
protocol,3
bleeding,1
thrombosis,1
thromboprophylaxis,1
risk of bias,1
baseline risk,1
hemorrhage,1
exome sequencing,2
oncogene,1
mutation hotspot,1
preterm birth,4
pregnancy complications,6
embryology,3
birth weight,3
labor and delivery,2
vagina,1
birth,5
genital anatomy,2
chorioamnionitis,1
computing methods,1
coding mechanisms,2
information theory,2
statistical signal processing,3
mathematical computing,2
information science,2
p2m,1
n1m,1
speech processing,1
intelligibility,2
sustained field,1
auditory evoked magnetic fields,1
acoustic distortion,2
symptoms,1
questionnaire,1
ieq,1
schools,1
health,4
genome databases,1
genetic toxicology,2
computer science::data structures and algorithms,3
atypical hemolytic uremic syndrome,2
cfhr1,1
factor h autoantibody,1
epitope mapping,1
complement factor h,1
activity [sun],4
rotation [sun],2
receiver functions,1
moho depth,1
fennoscandian shield,1
controlled source seismic methods,1
genomic heterogeneity,1
fst,1
marine,1
dexamethasone suppression test,1
pharmacologic-based diagnostics,1
steroid hormones,1
lipid hormones,2
contraception,1
hydrocortisone,1
young adults,3
f.1,2
h.2.8,2
h.3.3,4
h.2.3,2
j.3,3
"68r15, 05d10",2
"94a-xx, 68q-xx, 37b-xx",1
"62h12 (primary), 62g20, 62h10 (secondary)",2
diurnal,1
circadian rhythm,2
chlorophyll breakdown,1
maple,1
bird cherry,1
rowan,1
silver birch,1
[ info.info-ts ] computer science [cs]/signal and image processing,2
[spi.signal]engineering sciences [physics]/signal and image processing,4
[ spi.signal ] engineering sciences [physics]/signal and image processing,3
actinobacteria,1
note,1
new taxa,1
anesthesiology and pain medicine,3
caudate nucleus,1
central executive network,1
ethylene,1
motor reactions,3
<it>myodes glareolus</it>,1
geneettinen korrelaatio,1
litter size,1
heritabiliteetti,1
syntymäkoko,1
birth size,1
poikueet,1
"28a75 (primary), 28c10, 35r03 (secondary)",1
preschool children,1
screen time,1
socioeconomic factors,3
home environment,2
sedentary lifestyle,2
photosynthesis regulation,1
chloroplast signalling,1
co2 fixation,1
oxylipins,1
uk,1
building energy efficiency,1
policy mixes,1
policy development,1
viral entry,1
membranes and sorting,1
cytochemistry,1
subcellular organelles,1
viral transmission and infection,3
"tetramethylammonium bromide ethyl 2,7-bis{[(4-nitrophenyl)carbamoyl]amino}octahydronaphthalene-4a(2h)-carboxylate",1
secondary prevention,1
electronic medical records,1
primary care,6
risk factors of chd,1
geospatial health,1
quality of care,1
rural health,1
health-care planning,1
corrigendum,2
"45,46,47,48,49,50,51,52-octabutoxy-3,14,25,36-tetraoxanonacyclo[36.6.2.25,12.216,23.227,34.06,11.017,22.028,33.039,44]dopentaconta-1(45),5(52),6,8,10,12(51),16(50),17,19,21,23(49),27(48),28,30,32,34(47),38(46),39,41,43-icosaene",1
"26b05, 28a15, 28a75, 46e35",1
internationalization,1
institional arbitrage,1
internationalization; institutional distance; institional arbitrage,1
institutional distance,1
beam,1
dynamic,1
moving,1
viscoelastic,1
"epidemiology, occupational & industrial medicine, public health, sports medicine",1
occupational & industrial medicine,4
1698,1
"3,4-enediol-dkgl, the 3,4-enediol form of 2,3-diketogulono-?-lactone",1
"3,4-enediol-dkgl, the 3,4-enediol form of 2,3-diketogulono-δ-lactone",1
hydrogen peroxide,2
"dha, dehydroascorbate",1
"aao, ascorbate oxidase",1
"2,3-enediol-dkgl, the 2,3-enediol form of 2,3-diketogulono-δ-lactone",1
dehydroascorbic acid,1
"2,3-enediol-dkgl, the 2,3-enediol form of 2,3-diketogulono-?-lactone",1
"abts, 2,2′-azino-bis(3-ethylbenzthiazoline-6-sulphonic acid",1
"xo, xylenol orange",1
hydroxyl radical,1
"abts, 2,2?-azino-bis(3-ethylbenzthiazoline-6-sulphonic acid",1
"dkg, 2,3-diketo-l-gulonic acid",1
diketogulonate,1
apoplast,1
"ros, reactive oxygen species",1
ascorbate,1
host-guest system,1
[chim.mate]chemical sciences/material chemistry,6
polymorphic transition,1
[ chim.mate ] chemical sciences/material chemistry,3
image analysis,4
cellulose nanocrystals,1
surface immobilization,1
bacterial infections and mycoses,3
regime,1
inverse opals,1
block-copolymers,1
length scales,1
beads,1
photonic crystals,1
coil diblock copolymers,1
[phys.cond.cm-ms]physics [physics]/condensed matter [cond-mat]/materials science [cond-mat.mtrl-sci],5
[ phys.cond.cm-ms ] physics [physics]/condensed matter [cond-mat]/materials science [cond-mat.mtrl-sci],3
materials,2
short and sweet,1
shape from shading,1
perception of water,1
surface perception,1
60801 animal behaviour,9
geriatrics,7
neuromuscular functioning,1
falls,1
mobility function,1
rc952-954.6,6
australian ovarian cancer study group,2
phosphatidylinositol 3-kinases,1
association study,2
genetic susceptibility,1
case-control studies,3
network coding,1
q-analog,1
steiner system,1
math.co,1
cardiovascular and metabolic risk,3
trustworthiness,1
psychology(all),5
social heuristics hypothesis,1
hunger,1
multiprocessor system,1
robust identification,1
information systems/h.3: information storage and retrieval [acm],1
pacbio,1
hitseq papers,1
algorithm,1
de bruijn graph,1
acm: h.: information systems/h.3: information storage and retrieval,1
acm: i.: computing methodologies/i.5: pattern recognition,1
reads,1
index,1
computing methodologies/i.5: pattern recognition [acm],1
k-mers,1
genetics and genomics/genetics of disease,5
pediatric epidemiology,3
protein structure comparison,1
gamefowl,1
bradyrhizobium,1
chemical precipitation,2
b vitamins,1
sequence databases,2
poultry,1
biotin,1
fowl,1
chickens,2
crystallization,2
fecundity,1
case report,1
child development,2
psychoses,1
h.1.m,1
h.5.2,1
perceived environment,1
age-friendly environment,1
walk-friendly environment,1
"35r30, 35j10, 35p25",1
cryoelectron microscopy,2
metal-organic papers,3
glucose uptake,3
skeletal muscle,2
psychosocial resources,1
intentions to quit,1
work-related violence,1
abstinence,1
alcohol use disorders,1
astro-ph.co,4
hep-ph,1
community ecology & biodiversity,1
saccade,1
facial expression,2
visual saliency,1
discrimination,2
[ info.info-ai ] computer science [cs]/artificial intelligence [cs.ai],2
remodeling,1
fibroblast,1
let-7c,1
evolution of tetrodotoxin sensitivity,1
cardiac sodium current,1
vertebrate animals,1
"musculoskeletal, neural, and ocular physiology",2
false heath fritillary,2
melitaea diamina,2
habitat-specific models,2
siitama (61.6°n 24.2°e),1
merikarvia (61.86°n 21.56°e),1
riparian corridors,2
sorila (61.55°n 23.9°e),1
"primary 30j10, secondary 30h10",1
test,1
deutschland,1
risikopräferenz,1
jel:c91,1
"risk attitudes, trust, personality, lab experiments",1
lab experiments,1
jel:z10,1
jel:d81,1
z10,1
c91,1
risk attitudes,1
d81,1
vergleich,1
ring e3 ligase,1
image based phenotyping,1
phenomics data analysis,1
high throughput,1
ubiquitin,1
flower,1
[info.info-cr] computer science/cryptography and security,1
[math.math-it] mathematics/information theory,1
[info.info-dm] computer science/discrete mathematics,1
acm : [e:3][e:4][g:2],1
[info.info-it] computer science/information theory,1
fourier transform,2
reproductive physiology,1
return to work,1
editorial,3
l2,1
derivation,1
decomposition,3
semantics,3
compound,1
inflection,1
dyslexia,7
"76q05, 92c05, 93c20",1
clinical assessment,1
bocavirus,1
respiratory infection,1
bronchiolitis,1
serodiagnosis,1
nasopharyngeal samples,1
regional input-output tables; non-survey methods; charm; cross-hauling; china,1
importin alpha 8,1
cell proliferation,5
kpna7,1
nuclear transfer,1
nuclear morphology,1
physics - accelerator physics,1
universality,2
multi-pushdown machines,1
word rewriting,1
string rewriting,1
post systems,1
profile matching,1
pssm,1
position-specific scoring matrix,1
computational complexity,2
hd9502,1
jn7390,1
hemic and immune systems,1
synapses,1
catechol-o-methyltransferase (comt),1
glial cell line-derived neurotrophic factor (gdnf),1
tyrosine hydroxylase (th),1
cerebral dopamine neurotrophic factor (cdnf),1
mesencephalic astrocyte-derived neurotrophic factor (manf),1
dopamine microdialysis,1
"47b34, 47a30, 30h20, 30h30",1
"primary 30c65, secondary 53c21, 32h02",1
next generation sequencing,2
mollusca,1
short read assembly,1
compatibilization,1
fluorous tag,1
protein film formation,1
surfactant protein,1
fluorinated material,1
spin-asymmetric,1
josephson-effect,1
subjectivity,1
pleasure,1
musical experience,1
reinforcement learning,1
listening strategy,1
earnings mobility; married women,1
soziale mobilität,1
ehe,1
jel:j30,1
"economics, econometrics and finance (miscellaneous)",1
jel:j62,4
j30,1
j62,1
intertemporale einkommensverteilung,1
familienökonomik,1
großbritannien,1
norwegen,1
geschlecht,1
married women,1
earnings mobility,1
arbeitsangebot,1
dänemark,1
nevanlinna theory,2
c-separated,1
shift,1
shared values,2
difference,1
meromorphic function,2
logarithmic difference,1
uniqueness theory,1
adherence to statins,1
time-dependent confounding,1
marginal structural model,1
acute coronary syndrome,1
acute ischemic stroke,1
kinetic model,1
long-term depression,1
postsynaptic signal transduction model,1
long-term potentiation,1
masting,1
demographic responses,1
temporal variation,1
fishing pressure,1
genetic structure,2
atlantic salmon,4
family study,1
shared environment,1
healthy diet,1
familiality,1
diet quality,1
familial aggregation,2
familial resemblance,1
young children,1
on and off retinal ganglion cells,1
linear and nonlinear signal processing,1
physical limits,1
scotopic vision,1
visual sensitivity,1
universal constructor,1
collatz problem,1
pattern generation,1
cellular automata,3
β-lactones,1
yttrium,1
[chim.orga]chemical sciences/organic chemistry,2
polymers,6
ring-opening polymerization,1
stereoselective catalysis,1
[ chim.orga ] chemical sciences/organic chemistry,1
well-being,1
recovery from work,1
park walking,1
relaxation,1
environmental psychology,1
androgens,1
uterus,2
puberty,1
estradiol,1
adolescents,3
endometrium,2
gonadotropins,1
demand,2
violence at the workplace,1
organizational justice,2
health care workers,1
post-traumatic stress,1
psychological disorders.,1
health statistics,1
behavioral disorders,1
ferritin,1
stimuli-responsive,1
biohybrid material,1
protein cage,1
block copolymer,1
dendron,1
carbon monoxide (co) -terminated tip,1
intermolecular contrast,1
non-contact atomic force microscopy (afm),1
quantitative genetics,3
"66°15'40""n 29°26'00""e",1
helsinki,2
"60°12'09""n 25°10'58""e",1
life history evolution,2
ecological genetics,2
pyöreälampi,1
mfap5,1
ecm remodeling,1
insulin resistance,2
kinaesthetics,1
togetherness,1
[shs.musiq]humanities and social sciences/musicology and performing arts,1
improvisation,1
movement analysis,1
theory and philosophy,1
[shs.psy]humanities and social sciences/psychology,2
interpersonal behaviours,1
embodiment,1
mirroring,1
enactivism,1
rhythm,1
bepress|social and behavioral sciences|psychology|experimental analysis of behavior,1
experimental analysis of behavior,1
bepress|social and behavioral sciences|psychology|social psychology,1
bepress|social and behavioral sciences|psychology|theory and philosophy,1
misclassification costs,1
e44,1
f01,1
e58,1
g01,1
"early warning systems, misclassification costs",1
f37,1
policymakers' preferences,1
early warning systems,1
leptinotarsa decemlineata,1
 [intact forest landscapes],1
protected areas,2
forest loss,1
a global analysis,1
network activity,1
oligodendrocyte,1
neuron,2
astrocyte,2
terrestrial deep biosphere,1
nitrate reducer,1
stable isotope probing,1
groundwater,1
ammonia oxidizer,1
nitrogen cycle,1
crystalline bedrock,1
nitrogen assimilation,1
"65n21, 35r30",2
magnetismo,1
magnetite,1
photoluminescence,1
química,1
silica,1
complexos de terras raras,1
calixareno,1
rare earth complexes,1
fotoluminescência,1
calixarene,1
sílica,1
paediatrics,1
1719,1
community child health,1
acetylcholinesterase,2
metformin,1
expert review,1
resorcinarenes,2
ditopic receptors,1
host–guest chemistry,2
c–h···π interactions,1
endo/exo complexation,1
aromatic n-oxides,1
curriculum reform,1
opetussuunnitelmareformi,1
professional identity,1
ammatillinen identiteetti,1
vocational education teachers,1
dynamics,5
polariton,1
surface plasmon,1
performance,4
anthropocene,1
fennoscandia,3
surface chemistry,2
pore size,1
cartilage tissue engineering,1
hydrogel,1
autologous cell,1
recombinant protein,2
animal model,2
lactobacillus rhamnosus gg,1
food matrix,1
particle markov chain monte carlo,1
independent metropolis–hastings,1
expectation maximisation,1
independent metropolis-hastings,1
mathematics - algebraic topology,3
lipid translocation,1
spontaneous diffusion,1
efflux,1
chemical activity,1
"60b99 (primary) 81q99, 91e45 (secondary)",1
[spi.nano]engineering sciences [physics]/micro and nanotechnologies/microelectronics,2
trade,1
combinatorial design,1
error-correcting code,1
covering code,1
challenge,1
autonomic nervous system activation,1
psychophysiology,1
psychotherapy,2
"developmental dyslexia (tn wydell, section editor)",2
graphogame,2
prediction,5
density-dependence,1
host specificity,1
janzen-connell hypothesis,1
fruit abscission,1
plant reproduction,1
seed predation,1
hardware_controlstructuresandmicroprogramming,1
logic,4
absorber,1
pyrocarbon,1
graphite,2
kinetics,1
chemical-vapor-deposition,1
makromolekyylit,1
virukset,1
dispatch,2
vector-borne infections,1
ixodes,1
parasites,1
babesia divergens,1
tick-borne diseases,1
babesiosis,1
distance,1
software/program verification,1
human factors,1
documentation,1
empirical,1
software engineering,5
requirements/specifications,1
theory,2
35k65,1
$p$-parabolic equation,1
"35k20, 35k65, 35b65",1
intrinsic harnack chains,1
boundary harnack principle,1
degenerate,1
35k20,1
waiting time phenomenon,1
intrinsic geometry,1
35b65,1
$p$-stability,1
nccr-mics/cl1,1
nccr-mics,1
animal evolution,2
individual: cta 102 [quasars],1
photometric [techniques],1
polarimetric [techniques],1
interferometric [techniques],1
avidin mutant,1
reversible immobilization,1
sensor chip regeneration,1
biotin surface,1
data and text mining,2
original papers,8
bacteriotherapy,1
mucosal bacteria,1
universal donor,1
uncertainty visualization,1
interactive visualization,1
multiple datasets,1
transitivity,1
kinship,1
homophily,1
k-core,1
summarization evaluation,1
text summarization,1
computing with words,1
sentence extraction methods,1
fenotyyppinen plastisuus,1
host-parasite interaction,4
isäntä-lois interaktiot,1
host condition,2
'bet hedging' hypoteesi,1
bet hedging,2
imumadot,1
trematoda,2
isännän kunto,1
"58j50, 58j32, 58j90, 65n12",1
short communication,2
"[ sdu.ocean ] sciences of the universe [physics]/ocean, atmosphere",10
synthetic bioengineering,2
macromolecular engineering,1
protein structure determination,1
rc,2
"aging atherosclerosis/epidemiology/*genetics/physiopathology blood pressure body mass index c-reactive protein/*genetics/metabolism diabetes mellitus/epidemiology diabetic angiopathies/genetics female genotype humans life style lipids/blood male middle aged multivariate analysis polymorphism, genetic prevalence regression analysis",1
cardiovascular disorders/coronary artery disease,1
r1,3
qp,2
prognostic model,1
her2,1
"37b10, 57m50, 58j50,",1
factorial validity,1
confirmatory factor analysis,1
cross-national,1
clostridium,1
lactobacillus plantarum,1
eastern europe,1
united states,2
bacteroides fragilis,1
gut,1
prevotella,1
bi-stability,1
critical transitions,1
ireland,1
dialister spp.,1
northern europe,2
uncultured clostridiales,1
clostridium difficile,1
united kingdom,1
central europe,1
uncultured mollicutes,1
tipping element,1
prevotella oralis,1
prevotella melaninogenica,1
clostridium colinum,1
southern europe,1
multi-homing,1
software ecosystem,1
two-sided markets,1
pomdp,1
unknown objects,1
multiple objects,1
planning under uncertainty,1
manipulation,2
cluttered environment,1
task planning,1
"genome integrity, repair and replication",2
life expectancy,1
equity research,1
amenable mortality,2
proteiinin diffuusio,1
cell,2
solu,1
cytoplasm,1
protein diffusion,1
biophysics simulations,1
solulima,1
"ethyl 2,7-bis{[(4-nitrophenyl)carbamoyl]amino}octahydronaphthalene-4a(2h)-carboxylate tetrahydrofuran solvate",1
68-01,1
hepatocyte,1
bcl-2,1
nodularin,1
acute myeloid leukemia,2
microcystin,1
sociology & anthropology,1
"sozialwissenschaften, soziologie",1
"familiensoziologie, sexualsoziologie",1
labor market research,1
children; couples; dual joblessness; europe; comparative research; panel data; enfants; deux partenaires sans emploi; recherche comparative; données de panel,1
couples,1
"family sociology, sociology of sexual behavior",1
données de panel,1
arbeitsmarktforschung,1
dual joblessness,1
recherche comparative,1
"soziologie, anthropologie",1
deux partenaires sans emploi,1
"social sciences, sociology, anthropology",1
enfants,1
comparative research,1
quality control,1
behavioral variant frontotemporal dementia,1
gray matter,1
resting-state fmri,1
coefficient of variation,1
social capital,3
data science,2
194,1
"adolescent, adult, aged, anxiety, culture, data collection, decision making, organizational, employment, factor analysis, statistical, female, finland, humans, male, middle aged, psychometrics, questionnaires, residence characteristics, reward, social justice, social support, workplace",1
vntr,2
197,1
noncoding genome,1
reproductive behaviour,2
gene dynamics,2
"39a10, 30d35",1
individual: 1156+295 [quasars],1
82c99,1
environmental health,4
biomarker epidemiology,1
functioning,2
activity,2
wellbeing,1
lower extremity,1
oscillator,1
scheme,1
